smiles,logD,pH
CCOC(=O)CCCN=c1[nH]c2ccccc2c(=O)o1,2.3,7.4
CCCCN=c1[nH]c2cc(N)ccc2c(=O)o1,1.7,7.4
CCCCN=c1[nH]c2ccccc2c(=O)o1,3.1,7.4
CCCCN=c1[nH]c2cccc(CC)c2c(=O)o1,3.8,7.4
CCCCCCN=c1[nH]c2ccccc2c(=O)o1,3.8,7.4
O=c1oc(=NCCc2ccccc2)[nH]c2ccccc12,3.2,7.4
Nc1ccc(CN=c2[nH]c3ccccc3c(=O)o2)cc1,2.0,7.4
O=c1oc(=NCc2ccccc2)[nH]c2ccccc12,2.8,7.4
CC(C)NC(=O)C(CC(N)=O)N=c1[nH]c2ccccc2c(=O)o1,0.2,7.4
COC(=O)C(CC(C)C)N=c1[nH]c2cc(C)cc(C)c2c(=O)o1,4.0,7.4
COC(=O)C(CC(C)C)N=c1[nH]c2ccccc2c(=O)o1,3.2,7.4
COC(=O)C(CC(C)C)N=c1[nH]c2cccc(C)c2c(=O)o1,3.7,7.4
CCC(C)C(N=c1[nH]c2ccccc2c(=O)o1)C(=O)OC,2.6,7.4
COC(=O)C(CC(C)C)N=c1[nH]c2ccccc2c(=O)o1,3.2,7.4
O=c1oc(=Nc2ccccc2)[nH]c2ccccc12,3.5,7.4
COc1cccc2[nH]c(=Nc3ccccc3)oc(=O)c12,3.1,7.4
CCOc1nc2cc(N)cc(CC)c2c(=O)o1,2.7,7.4
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,-0.72,7.4
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-0.54,7.4
Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O,-0.58,7.4
CN1CCN(C(=O)N2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)CC1,2.6,7.4
O=C(O)c1ccccc1C(=O)N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1.2,7.4
c1ccc(CN2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,3.5,7.4
c1cc(CN2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccn1,2.7,7.4
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-0.44,7.4
Cc1ccc(C)n1N=c1ccc(N2C(C)COCC2C)n[nH]1,2.59,7.4
COc1cc2[nH]c(N3CCN(C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,1.14,7.4
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCCN1CCOCC1)C(C)C,4.5,7.4
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCCN1CCOCC1)C(C)C,4.3,7.4
COc1cc2c(=Nc3ccc(NC(=O)c4ccccc4)cc3)[nH]cnc2cc1OCCCN1CCOCC1,3.5,7.4
COc1cc2c(=Nc3cnc(=NC(=O)c4ccccc4)[nH]c3)[nH]cnc2cc1OCCCN1CCOCC1,2.7,7.4
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN1CCOCC1)C(C)C,4.3,7.4
Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.1,7.4
CCCCOc1ncc(C(C)=O)cc1-c1nc(=O)c2nn(CCN3CCOCC3)c(CC)c2[nH]1,2.4,7.4
COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C(C)C)C(C)C,3.5,7.4
CC(=O)N(c1ccc(N2CCOCC2)nn1)n1c(C)ccc1C,1.64,7.4
Cc1ccc(C)n1N(C)c1ccc(N2CCOCC2)nn1,2.21,7.4
CN(c1ccc(N2CCOCC2)nn1)n1cccc1,2.0,7.4
Cc1ccc(C)n1N=c1ccc(N2CCOCC2)n[nH]1,1.94,7.4
CCc1ccc(CC)n1N=c1ccc(N2CCOCC2)n[nH]1,2.71,7.4
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCC[N+]1([O-])CCOCC1)C(C)C,3.6,7.4
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCC[N+]1([O-])CCOCC1)C(C)C,4.07,7.4
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,1.82,7.4
CN(C)CCC=C1c2ccccc2COc2ccccc21,2.22,7.4
CNC1CCCc2on(COC(=O)C(C)(C)C)c(=O)c21,0.05,7.4
CC[C@@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@@H](C)[C@@H](O)[C@]1(C)O,0.33,7.4
CC[C@@H]1OC(=O)C(C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=NOCOCCOC)C(C)[C@@H](O)[C@]1(C)O,1.92,7.4
CC(=O)O[C@H]1C=CC2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,0.61,7.4
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=CC4[C@@H](C2)N(C)CC[C@@]341,0.85,7.4
C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,1.09,7.4
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-0.06,7.4
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.22,7.4
CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](OC)[C@H](O)C3O)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,3.9,7.4
CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,4.22,7.4
C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,4.38,7.4
CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3C[C@@H](O)[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,3.4,7.4
CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@@H](OC(C)=O)C(C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,3.2,7.4
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@H](O)[C@]1(C)O,1.14,7.4
C[C@@H]1OC1c1nc2ccccc2n2cccc12,2.61,7.4
C[C@H]1OC1c1nc2ccccc2n2cccc12,2.55,7.4
CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)C=C[C@@H]3[C@@H]1C5,-0.06,7.4
CN1[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21,0.21,7.4
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-3.34,7.4
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,-1.15,7.4
O=c1ccc2ccccc2o1,1.415,7.4
c1ccc2c(c1)OCC(CCc1ncc[nH]1)O2,1.99,7.4
c1ccc2c(c1)OCC(Cc1nc3ccccc3[nH]1)O2,3.29,7.4
c1ccc2c(c1)OCC(Cc1ncc[nH]1)O2,1.92,7.4
Cn1ccnc1CC1COc2ccccc2O1,1.93,7.4
CCn1ccnc1CC1COc2ccccc2O1,2.31,7.4
CCCn1ccnc1CC1COc2ccccc2O1,2.4,7.4
c1ccc2c(c1)OCC(c1ncc[nH]1)O2,1.76,7.4
Cc1cc(=O)oc2cc(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,-1.32,7.4
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1.12,7.4
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.98,7.4
O=c1[nH]c2ccccc2n1C1=CCN(Cc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,2.9,7.4
O=c1[nH]c2ccccc2n1C1CCN(Cc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,2.4,7.4
O=C(OCc1cc2c(cc1[N+](=O)[O-])OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,3.1,7.4
O=C(/C=C/c1cc2c(cc1[N+](=O)[O-])OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,3.1,7.4
c1ccc2c(c1)nc(CCc1ccc3c(c1)OCO3)c1cccn12,3.84,7.4
O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3c(c1)OCO3)CC2,2.2,7.4
O=C(NCc1ccc2c(c1)OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,2.8,7.4
Cc1nc2ccccn2c1C(=O)NCc1ccc2c(c1)OCO2,3.02,7.4
O=C(OCc1ccc2c(c1)OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,3.7,7.4
CC(C)(C(=O)c1cccnc1)c1cccnc1,1.5,7.4
CC(=O)c1ccccc1,1.58,7.4
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,2.35,7.4
CN(C(=O)Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,2.93,7.4
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,2.91,7.4
CC(=O)NC(CCCCN)C(=O)N(C)C(Cc1ccccc1)C(=O)NCC(=O)N(C)C(CC(C)C)C(N)=O,-1.33,7.4
NC(=O)c1cccc(Cc2ncccn2)c1,0.28,7.4
NC(=O)c1cccc(Cn2cnc3ccccc32)c1,1.7,7.4
NC(=O)c1cccc(Cn2ccnc2)c1,-0.01,7.4
NC(=O)c1cccc(Cn2cccn2)c1,0.71,7.4
CC(=O)N1CCc2cc3nc(C)cc(C)c3cc21,2.64,7.4
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,2.31,7.4
Cc1ccc2nc(C)c(C(=O)NCC(C)C)n2c1,3.39,7.4
CCN(CC)CCNC(=O)c1ccc(N)cc1,-0.36,7.4
Cc1nc2ccccn2c1C(=O)NCc1ccccc1,3.2,7.4
CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)N(C)[C@@H](CC(C)C)C(N)=O)C(C)C,2.42,7.4
N[C@@H]1CNC(C(=O)NC(CCc2ccccc2)C(=O)Nc2cnc3ccccc3c2)C1,1.1,7.4
NCC(=O)N1C[C@@H](N)CC1C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,0.5,7.4
NCC(=O)N1C[C@@H](CN)CC1C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,-0.5,7.4
NC[C@@H]1CNC(C(=O)NC(CCc2ccccc2)C(=O)Nc2ccc3ncccc3c2)C1,0.5,7.4
Cc1cccc(C)c1NC(=O)C1CCCCN1C,1.27,7.4
CCN(CC)CC(=O)Nc1c(C)cccc1C,1.71,7.4
O=C(c1ccccc1)c1ccccc1,3.1,7.4
C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO,1.83,7.4
C[C@]12CC(=O)C3[C@@H](CC=C4CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.53,7.4
C[C@@]12C=CC(=O)C=C1CC[C@H]1C2C(=O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO,1.44,7.4
CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@H](O)C[C@]3(C)[C@H](CC[C@]3(O)C(=O)CO)[C@H]2C1,2.1,7.4
CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.48,7.4
C[C@]12C[C@H](O)[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2C(=O)CO,1.89,7.4
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.3,7.4
C[C@]12C[C@H](O)[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.545,7.4
CC(=O)C1CC[C@@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,3.48,7.4
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CC=C4CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,2.19,7.4
CCCCC[C@@H](O)/C=C\[C@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O,0.78,7.4
CCCCC[C@@H](O)/C=C\[C@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,0.41,7.4
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.07,7.4
C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.07,7.4
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.29,7.4
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.61,7.4
Cc1cc(=O)n(-c2ccccc2)n1C,0.4,7.4
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.63,7.4
CN1C(=O)C(NC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCC2)c2ccccc21,0.89,7.4
Cc1ccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc1N(C)c1nn[nH]n1,1.58,7.4
CN1C(=O)C(NC(=O)Nc2cccc(N(C)c3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21,1.14,7.4
Cc1ccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc1N=c1nn[nH][nH]1,1.37,7.4
CN1C(=O)C(NC(=O)Nc2cccc(N=c3nn[nH][nH]3)c2)N=C(c2ccccc2)c2ccccc21,0.89,7.4
CN1C(=O)C(NC(=O)Nc2cccc(CN=c3nn[nH][nH]3)c2)N=C(c2ccccc2)c2ccccc21,1.47,7.4
CN1C(=O)C(NC(=O)Nc2ccc3c(c2)N(c2nn[nH]n2)CC3)N=C(c2ccccc2)c2ccccc21,1.38,7.4
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)C(C)(C)C2,1.21,7.4
Cc1nc(C(C)C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1.41,7.4
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,0.49,7.4
O=c1[nH]cnc2[nH]ncc12,-0.44,7.4
Cn1cc(O)[nH]c1=N,-2.0,7.4
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.51,7.4
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.34,7.4
O=C(OCc1cccnc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,2.5,7.4
O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.38,7.4
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.81,7.4
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,-0.61,7.4
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,2.3,7.4
CC1CN(C)C(C)c2cc(C=O)[nH]c21,0.69,7.4
CC1CN(C)C(C)c2cc([N+](=O)[O-])[nH]c21,1.14,7.4
O=[N+]([O-])c1ccccc1,1.88,7.4
CC(=O)O,-2.88,7.4
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.054000000000000006,7.4
CC(C(=O)O)c1cccc(C(=NO)c2ccccc2)c1,-0.04,7.4
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.88,7.4
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,-1.13,7.4
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,-0.52,7.4
NCC1CCC(C(=O)O)CC1,-3.0,7.4
NCC1(CC(=O)O)CCCCC1,-2.0,7.4
CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-2.73,7.4
O=C(O)Cc1ccc(C(=O)c2ccccc2)[nH]1,-0.67,7.4
O=C(O)Cc1ccc(Cn2cccn2)cc1,-1.8,7.4
Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,1.3,7.4
O=C(O)Cn1cc(C(=O)c2ccccc2)c2ccccc21,-0.1,7.4
O=C(O)Cn1ccc(C(=O)c2ccc3ccccc3c2)c1,-0.23,7.4
O=C(O)Cn1ccc(C(=O)c2ccc([N+](=O)[O-])cc2)c1,-0.72,7.4
Cc1ccc(C(=O)c2ccn(CC(=O)O)c2)cc1,-0.19,7.4
CC(C)(C)c1ccc(C(=O)c2ccn(CC(=O)O)c2)cc1,0.0,7.4
O=C(O)Cn1ccc(C(=O)c2ccccc2)c1,-0.85,7.4
O=C(O)Cn1cc(C(=O)c2ccccc2)cc1C(=O)c1ccccc1,-0.51,7.4
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.4,7.4
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,-0.5,7.4
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-0.11,7.4
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.44,7.4
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.29,7.4
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.98,7.4
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-0.27,7.4
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,-3.4,7.4
Nc1cccc(C(=O)O)c1,-2.38,7.4
O=C(O)c1cccc(Cc2ncccn2)c1,-1.98,7.4
O=C(O)c1cccc(Cn2cnc3ccccc32)c1,-0.72,7.4
O=C(O)c1cccc(Cn2ccnc2)c1,-2.07,7.4
O=C(O)c1cccc(Cn2cccn2)c1,-1.62,7.4
O=C(O)c1cnc2c(C3CCCCC3)c(-c3ccccc3)[nH]c2c1,2.5,7.4
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ncc(C(=O)O)cc21,0.8,7.4
Nc1ccc(C(=O)O)cc1,-1.77,7.4
O=C(O)c1ccc(Cc2ncccn2)cc1,-2.2,7.4
O=C(O)c1ccc(Cn2cnc3ccccc32)cc1,-0.61,7.4
O=C(O)c1ccc(Cn2ccnc2)cc1,-2.1,7.4
O=C(O)c1ccc(Cn2cccn2)cc1,-1.65,7.4
O=C(O)c1ccccc1,-1.25,7.4
Nc1ccccc1C(=O)O,-1.31,7.4
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,1.1,7.4
CC(C)(O)c1ccn2ccnc2c1,0.6,7.4
Cc1ccc(C)n1N=c1ccc(N(C)CC(C)O)n[nH]1,1.73,7.4
Cc1ccc(C)n1N=c1ccc(N(CC(C)O)CC(C)O)n[nH]1,1.55,7.4
Cc1ccc(C)n1N=c1ccc(N(CCO)CC(C)O)n[nH]1,1.3,7.4
OCC(O)CO,-1.9,7.4
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.53,7.4
Cn1cccc(O)c1=O,-0.22,7.4
CC(C)NC(=O)Cn1cccc(O)c1=O,-0.34,7.4
CNC(=O)Cn1cccc(O)c1=O,-1.15,7.4
CCCNC(=O)Cn1cccc(O)c1=O,-0.24,7.4
CCCCNC(=O)Cn1cccc(O)c1=O,0.33,7.4
CCn1cccc(O)c1=O,0.2,7.4
CCCCn1cccc(O)c1=O,1.2,7.4
Cc1ccc(C)n1N=c1ccc(N2CCC(O)CC2)n[nH]1,1.7,7.4
Cc1cc(=O)c(O)c(C(C)O)n1C,-0.61,7.4
CCC(O)c1c(O)c(=O)cc(C)n1C,-0.13,7.4
Cc1cc(=O)c(O)c(CO)n1C,-1.01,7.4
CCn1c(C)cc(=O)c(O)c1CO,-0.65,7.4
Cc1c(O)c(=O)ccn1C(C)C,0.05,7.4
CCc1c(O)c(=O)ccn1C(C)C,0.73,7.4
Cc1c(O)c(=O)ccn1C(CO)CO,-1.7,7.4
COCC(C)n1ccc(=O)c(O)c1C,-0.26,7.4
Cc1c(O)c(=O)ccn1C,-0.77,7.4
CCc1c(O)c(=O)ccn1C,-0.21,7.4
Cn1ccc(=O)c(O)c1CO,-1.32,7.4
Cc1c(O)c(=O)ccn1-c1ccccc1,1.01,7.4
Cc1c(O)c(=O)ccn1CC(C)C,0.65,7.4
Cc1c(O)c(=O)ccn1CC(C)(C)O,-0.77,7.4
COC(Cn1ccc(=O)c(O)c1C)OC,-0.46,7.4
CCOC(Cn1ccc(=O)c(O)c1C)OCC,0.21,7.4
CCn1ccc(=O)c(O)c1C,-0.31,7.4
CCn1ccc(=O)c(O)c1C(C)O,-0.56,7.4
CCc1c(O)c(=O)ccn1CC,0.25,7.4
CCn1ccc(=O)c(O)c1CO,-0.85,7.4
C=CCn1ccc(=O)c(O)c1C,0.03,7.4
C=CCn1ccc(=O)c(O)c1CC,0.47,7.4
Cc1c(O)c(=O)ccn1CCC(=O)N(C)C,-1.0,7.4
CCN(C)C(=O)CCn1ccc(=O)c(O)c1C,-0.67,7.4
CCN(CC)C(=O)CCn1ccc(=O)c(O)c1C,-0.36,7.4
Cc1c(O)c(=O)ccn1CCC(=O)NC(C)C,-0.47,7.4
CNC(=O)CCn1ccc(=O)c(O)c1C,-1.1,7.4
CCNC(=O)CCn1ccc(=O)c(O)c1C,-0.82,7.4
CCCNC(=O)CCn1ccc(=O)c(O)c1C,-0.4,7.4
CCCCNC(=O)CCn1ccc(=O)c(O)c1C,0.1,7.4
Cc1c(O)c(=O)ccn1CCC(=O)O,-2.92,7.4
CCc1c(O)c(=O)ccn1CCC(=O)O,-1.6,7.4
COC(=O)CCn1ccc(=O)c(O)c1C,-0.77,7.4
CCOC(=O)CCn1ccc(=O)c(O)c1C,-0.24,7.4
CCCn1ccc(=O)c(O)c1C,0.18,7.4
CCCn1ccc(=O)c(O)c1CC,0.7,7.4
CNC(=O)CCCn1ccc(=O)c(O)c1C,-1.08,7.4
Cc1c(O)c(=O)ccn1CCCC(=O)O,-2.75,7.4
CCc1c(O)c(=O)ccn1CCCC(=O)O,-1.38,7.4
CCCCn1ccc(=O)c(O)c1C,0.7,7.4
CCCCn1ccc(=O)c(O)c1CC,1.22,7.4
CCCCCn1ccc(=O)c(O)c1C,1.24,7.4
CCCCCCn1ccc(=O)c(O)c1C,1.89,7.4
CCCCCCn1ccc(=O)c(O)c1CC,2.28,7.4
CCCCCCCCn1ccc(=O)c(O)c1C,2.88,7.4
Cc1c(O)c(=O)ccn1CCCCO,-0.75,7.4
CCc1c(O)c(=O)ccn1CCCCO,-0.28,7.4
Cc1c(O)c(=O)ccn1CCCN,-2.1,7.4
Cc1c(O)c(=O)ccn1CCCO,-0.9,7.4
CC(O)c1c(O)c(=O)ccn1CCCO,-1.12,7.4
CCc1c(O)c(=O)ccn1CCCO,-0.32,7.4
O=c1ccn(CCCO)c(CO)c1O,-1.25,7.4
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccccc1,1.25,7.4
O=C(OCCCn1ccc(=O)c(O)c1CO)c1ccccc1,0.75,7.4
CCOCCCn1ccc(=O)c(O)c1C,0.12,7.4
CCOCCCn1ccc(=O)c(O)c1CC,0.72,7.4
Cc1c(O)c(=O)ccn1CCN,-1.55,7.4
CC(=O)NCCn1ccc(=O)c(O)c1C,-1.15,7.4
Cc1c(O)c(=O)ccn1CCO,-1.1,7.4
CCc1c(O)c(=O)ccn1CCO,-0.66,7.4
CCc1c(O)c(=O)ccn1CCOC(=O)C(C)(C)C,1.16,7.4
COCCn1ccc(=O)c(O)c1C,-0.41,7.4
CCc1c(O)c(=O)ccn1CCOC,0.04,7.4
Cc1ccc(C)n1N=c1ccc(N(CCO)CCO)n[nH]1,1.06,7.4
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,7.4
CC[C@@H](CO)NC(=O)C1=CC2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,2.13,7.4
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3.1,7.4
CC(=O)NC(C=O)C(O)N(C)C(Cc1ccccc1)C(=O)NCC(=O)NCC(N)=O,-1.51,7.4
C[C@H](CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1.54,7.4
CNC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,-3.62,7.4
CN[C@@H](C)[C@@H](O)c1ccccc1,-0.77,7.4
ON=C(CNC1CCCCC1)c1ccccc1,2.78,7.4
NC(=NO)c1ccc2[nH]c(-c3ccccn3)nc2c1,1.6,7.4
Cc1ccnc2[nH]c(Cc3nc4cc(C(N)=NO)ccc4[nH]3)nc12,1.0,7.4
ON=C(c1ccccc1-c1ccccc1)N1CCCCC1,4.46,7.4
ON=C(NC1CCCC1)c1ccccc1-c1ccccc1,4.3,7.4
ON=C(NC1CCCCC1)C1CCCCC1,4.41,7.4
CCc1ccc(C(=NO)NC2CCCCC2)cc1,4.6,7.4
