smiles,NumAtoms
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,31
CCc1ccc2cc3ccccc3cc2c1,16
CN(C)c1nc(N(C)C)nc(N(C)CCO)n1,17
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,19
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,28
O=NN(CCCl)C(=O)NC(CCC(=O)O)C(=O)O,18
CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,15
O=NN(CCCl)C(=O)NC1(C(=O)O)CCCC1,17
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,16
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,27
O=C(O)CNC(=O)c1cccc(I)c1,14
CCNCNC(=O)c1ccccc1,13
CC(C)CNCNC(=O)c1ccccc1,15
S=c1ssc2c1CCCCCC2,12
CSc1ccccc1N=NN(C)C,13
CSc1cccc(N=NN(C)C)c1,13
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,30
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,34
CCc1cc(=S)ss1,8
CCC(C)(C)COC(N)=O,10
COc1c(O)ccc(O)c1OC,12
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,26
N=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,16
CC(=O)N=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,19
CC(=O)N(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,20
CSC1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,17
O=c1cc(-c2ccc([N+](=O)[O-])o2)sc(=O)[nH]1,16
CN=c1[nH]c(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,17
CC(=O)N=c1[nH]c(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,19
CN(C)c1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,18
CC(=O)N=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,20
CCCN1C(=O)C(=Cc2ccc([N+](=O)[O-])o2)SC1=NC(C)=O,22
CCCN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,19
NNC(=O)NC1CCCCC1,11
Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,16
Clc1cccc(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,17
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,17
Clc1cc(Cl)c(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,18
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,18
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,21
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,18
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,18
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,19
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,18
CCCCCCCCCCCCCc1ccc(O)cc1,20
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,20
CCC=NCC(=O)NC(=O)C=[NH+][NH-],13
CC(C)=NC(=O)CNC(=O)C=[NH+][NH-],13
[NH-][NH+]=CC(=O)NCC(=O)NCC=O,13
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,25
CCCCc1n[nH]c(=N)o1,10
Cc1n[nH]c(=N)o1,7
CN(C)CCC=C1c2ccccc2CCc2c(Cl)cccc21,22
CCCN(CCC)C(=O)SCc1ccccc1,17
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,28
CC(=O)OCn1c(O)c2c(c1O)CCC=C2,16
Cc1ccc(S(=O)(=O)Oc2ccccc2C(=O)N(C)C)cc1,22
COc1ccc2cnccc2c1,12
Cc1cc(C)[nH]c(=Nc2ccccc2)n1,15
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,35
CN1CC(C)(C)C(=O)c2ccccc21,14
O=C1NCCN1c1ccc([N+](=O)[O-])o1,14
O=[N+]([O-])c1ccc(N2CCNC2=S)o1,14
CSC1=NCCN1c1ccc([N+](=O)[O-])o1,15
CC(C)NC(=O)C=Cc1ncc([N+](=O)[O-])s1,16
CNC(=O)N(C)C(=O)Nc1ccccc1F,16
CCC(N)Cc1ccccc1,11
O=C(CN1CCCCC1)Nc1cccc(Br)c1,17
CC1(C)C2CCC(CO)C1C2,11
CCCCCCNC(=S)NC,11
Cn1c([N+](=O)[O-])cnc1C=Cc1ccncn1,17
CN(C)P(=O)(N1CCCC1)N1CCCC1,15
OC1c2ccccc2C2CCCCC2C1O,16
NC(=O)OC1c2ccccc2C2CCCCC2C1OC(N)=O,22
CSc1ccc(C(N)=S)cc1,11
Clc1cc2c(Cl)cccc2c(Cl)c1Cl,14
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,14
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,24
O=C(O)C=COc1ccc(Cl)cc1Cl,14
COc1ccc(CC=NC=O)cc1,13
CNC(Cc1ccccc1)Cc1ccccc1,17
O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,24
COc1ccccc1C(=O)NCCN,14
N=c1[nH]c(=O)c2ncn(C3C=CC(CO)O3)c2[nH]1,18
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,20
COCCOc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,24
OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,12
O=[N+]([O-])C=Cc1ccoc1,10
CC(C)C1(C)C(=O)NC(=O)NC1=O,13
COC(=O)c1cnc2ccccc2c1,14
O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,28
COc1c[nH]c(=N)cn1,9
CCOc1cncc(C(N)=O)n1,12
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,28
CS(=O)(=O)c1cccc2ccccc12,14
COc1ccc(Cl)c(Cl)c1Cl,11
COc1cc(Cl)cc(Cl)c1Cl,11
COc1cc(Cl)c(Cl)c(Cl)c1,11
CC(=O)OC1COC(NC(=O)N(CCl)N=O)C(OC(C)=O)C1OC(C)=O,26
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,28
CCC(=O)c1ccc(OC(=O)NC)cc1,15
CNC(=O)ON=C1COCS1,11
CNC(=O)ON=C1SCOC1C,12
CNC(=O)ON=C1COCCS1,12
CCCC1OCSC1=NOC(=O)NC,14
CNC(=O)ON=C1SCOC1C(C)C,14
CNC(=O)ON=C1SCOC1CCOC,15
CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,16
CNC(=O)Oc1cccc(C=O)c1,13
CNC(=O)Oc1ccc(C=O)cc1,13
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,19
CN1CCN(Cc2ncc([N+](=O)[O-])n2C)CC1,17
CCC(C)C(=O)Nc1ccccc1,13
O=C(O)CSc1c[nH]c2ccccc12,14
Cc1cnc2n(c1=O)C(C)CCC2,13
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,15
NC(=O)c1cnc2n(c1=O)CCCC2,14
Cc1cnc2n(c1=O)CCCC2,12
COCc1cc(=O)c(O)co1,11
CCN(N=O)C(=O)Nc1ccccc1,14
CC(N)CC1CCCCC1,10
CSc1ccccc1C(N)=O,11
O=NN(CCCl)C(=O)NC1C(O)OC(CO)C(O)C1O,20
N#CN=[N+]([O-])c1ccccc1,11
Cc1ccc([N+]([O-])=NC#N)cc1,12
N#CN=[N+]([O-])c1ccc(Cl)cc1,12
O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,19
Cc1ccc(COC(N)=O)cc1,12
Cc1[nH]cnc1CSCCN=c1cc[nH]c(=O)[nH]1,18
Cc1[nH]cnc1CSCCNc1cccc(=O)[nH]1,18
Cc1[nH]cnc1CSCCN=c1[nH]ccc(=O)[nH]1,18
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,23
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,22
Cc1cccc(OCC(=O)NNC(C)C)c1,16
Cc1ccc(OCC(=O)NNC(C)C)cc1,16
COc1ccc(OCC(=O)NNC(C)C)cc1,17
CC(C)NNC(=O)C(C)(C)Oc1ccc(Cl)cc1,18
Cc1cccc(OC(C)C(=O)NNC(C)C)c1,17
CCNNC(=O)COc1ccc(Cl)cc1,15
O=C(COc1ccc(Cl)cc1)NNCc1ccccc1,20
CC1CCC(c2ccccc2)(N2CCCCC2)CC1,19
O=C(O)CN1CCCCC1,10
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,24
CSC(SC)=C(C(=O)OC(C)C)C(=O)OC(C)C,18
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,17
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)C(OC(C)=O)CC43O)C2)OC(C)C1=O,41
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,25
CCc1cc(NC(C)=O)cc(CC)c1O,15
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,18
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,20
CCN(CC)CCNC(=O)c1cc(F)ccc1OC,19
FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Br,12
ClC1C(Cl)C(Br)C(Cl)C(Br)C1Cl,12
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,29
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],23
CC1=C(C)S(=O)(=O)CCS1(=O)=O,12
ClC1C(Cl)C(Cl)C(Br)C(Br)C1Cl,12
Cc1cccc(C)c1C(N)=O,11
CCC(C)c1ccccc1OC(=O)N(C)C,16
O=C(Oc1ccccc1)N1CCCC1,14
CC1CN(N=O)CC(C)N1N=O,12
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,30
CN(C)N=Nc1ccc(S(N)(=O)=O)cc1,15
CCc1c(C)ssc1=S,9
Clc1ccc(Oc2ccccc2)cc1Cl,15
O=NN1CCCC(O)C1,9
CC1CCC(C)N1N=O,9
CC1CN(N=O)C(C)CN1N=O,12
O=NN1CCC(=O)CC1,9
O=NN1CC=CCC1,8
O=NN1CCC(O)CC1,9
CC1CN(N=O)CCN1N=O,11
O=NN1CCCN(N=O)CC1,11
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,29
N#CC(C#N)=NNc1ccccc1Cl,14
Cc1ccccc1NN=C(C#N)C#N,14
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],16
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,16
NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,19
COc1ccc(C(=O)N(N)c2ccccc2)cc1,18
COC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,23
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(=O)OC(C)C,25
CCOC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,24
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1CO,21
CCOC(=O)c1c(OCC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,26
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1C(C)(C)O,25
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(N)=O,22
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C#N,21
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1C(=O)CS(C)(=O)=O,28
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1C(C)=O,24
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(=O)CS(C)(=O)=O,26
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(C)=O,22
COCc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,22
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(C)(C)O,23
COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,55
Clc1ccc(Cl)c(-c2ccccc2)c1Cl,15
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,15
Clc1cc(Cl)c2cc(Cl)ccc2c1,13
Clc1ccc2cc(Cl)c(Cl)cc2c1,13
Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,14
NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1,21
O=C(O)CCCCCN1C(=O)C=CC1=O,15
Cc1ccc(-c2noc(C)n2)cc1,13
Cc1ccccc1CCN,10
CN(C=O)c1c(N)[nH]c(=O)n(C)c1=O,14
O=C(O)CNC(=O)c1ccc(I)cc1,14
CCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,24
CCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,25
CCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,25
CCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,25
CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,26
CCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,26
CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,26
CCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,27
CCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,27
O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,29
Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,20
CCOc1ccc(C(N)=O)cc1,12
OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,28
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,31
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,25
CN(C)C(=O)N=c1cc(C(C)(C)C)o[nH]1,15
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CS2,20
CN=C(C[N+](=O)[O-])NCCSCc1[nH]cnc1C,18
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,26
CCNc1cc(N)[n+]([O-])c(=N)[nH]1,12
CCCCNc1cc(N)[n+]([O-])c(=N)[nH]1,14
CCCCCCCCCCNc1cc(N)[n+]([O-])c(=N)[nH]1,20
N=c1[nH]c(NC2CCCCC2)cc(N)[n+]1[O-],16
CN(C)c1cc(N)[n+]([O-])c(=N)[nH]1,12
CCCN(CCC)c1cc(N)[n+]([O-])c(=N)[nH]1,16
C=CCN(CC=C)c1cc(N)[n+]([O-])c(=N)[nH]1,16
CCCCN(CCCC)c1cc(N)[n+]([O-])c(=N)[nH]1,18
N=c1[nH]c(N(C2CCCCC2)C2CCCCC2)cc(N)[n+]1[O-],22
N=c1[nH]c(N2CCOCC2)cc(N)[n+]1[O-],15
N=c1[nH]c(N2CCCC2)cc(N)[n+]1[O-],14
CCCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,27
CNc1cc(N)[n+]([O-])c(=N)[nH]1,11
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,35
CC(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,20
CCCCCCCCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,25
CCc1cc(CC)cc(C2C(=O)c3ccccc3C2=O)c1,21
CC(C)c1cc(C(C)C)cc(C2C(=O)c3ccccc3C2=O)c1,23
CCCCCCCCN(C)N=Nc1[nH]cnc1C(N)=O,20
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,27
COC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,13
CSC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,13
CCC(=O)n1c(=O)[nH]cc(F)c1=O,13
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1N,20
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1N,22
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1N(C)C,22
CCOP(=O)(OCC)SCS(=O)(=O)C(C)(C)C,17
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,17
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,35
FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,12
CC(C)(C)c1ccc(C(N)=O)cc1,13
CCOP(=O)(OCC)SCS(=O)C(C)(C)C,16
CC(C)c1ccccc1C(N)=O,12
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Br,18
Cc1cc(NC(=O)N=C(N)N)ccc1Cl,15
O=C1NC(=O)C2(CCCC2)C(=O)N1,13
CC(=O)N(C)c1ccc([N+](=O)[O-])cc1,14
CCSC1OC(CO)C(O)C(O)C1O,14
O=NN(CCCl)C(=O)NC1CCCCC1O,16
Cc1cncc(N(C)C)n1,10
CCCC1(CC)C(=O)NC(=O)N(C)C1=O,15
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,17
Cc1ccccc1OC(=O)c1ccc(N)cc1O,18
Cc1cccc(OC(=O)c2ccc(N)cc2O)c1,18
Cc1ccc(OC(=O)c2ccc(N)cc2O)cc1,18
Cc1cccc(C)c1OC(=O)c1ccc(N)cc1O,19
COc1ccccc1OC(=O)c1ccc(N)cc1O,19
COc1cccc(OC(=O)c2ccc(N)cc2O)c1,19
CC(C)c1ccc(OC(=O)c2ccc(N)cc2O)cc1,20
CC(C)c1ccccc1OC(=O)c1ccc(N)cc1O,20
Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,18
Nc1ccc(OC(=O)c2ccc(N)cc2O)cc1,18
Nc1ccc(C(=O)Oc2ccccc2F)c(O)c1,18
Nc1ccc(C(=O)Oc2cccc(F)c2)c(O)c1,18
Nc1ccc(C(=O)Oc2ccc(F)cc2)c(O)c1,18
Nc1ccc(C(=O)Oc2ccccc2Cl)c(O)c1,18
Nc1ccc(C(=O)Oc2cccc(Cl)c2)c(O)c1,18
Nc1ccc(C(=O)Oc2ccc(Cl)cc2)c(O)c1,18
Nc1ccc(C(=O)Oc2ccccc2Br)c(O)c1,18
Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,18
Nc1ccc(C(=O)Oc2ccc(Br)cc2)c(O)c1,18
Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,21
FC(F)(F)COC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,17
COC1C(Cl)C(Cl)C(Cl)C(Cl)C1OC,14
COC1C(Cl)C(Cl)C(OC)C(Cl)C1Cl,14
OCC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,13
N=C(N)c1cccc([N+](=O)[O-])c1,12
CCOC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,14
COC1(C(F)(F)F)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,17
CC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,12
CC1C(Cl)C(Cl)C(C)C(Cl)C1Cl,12
Brc1cnccn1,7
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,22
CNc1c(Cl)cccc1Cl,10
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,29
Clc1ccc(Cl)c(NC2=NCCN2)c1,14
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1Br,20
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1Cl,20
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1I,20
ClC1=C(Cl)C2(Cl)C(Cl)=C(Cl)C3CC1C(Cl)C32,16
O=C(Nc1ccccc1)n1cc(F)c(=O)[nH]c1=O,18
CNC(=O)n1cc(F)c(=O)[nH]c1=O,13
Cn1nnnc1SCc1ccccc1,14
N#CC(C#N)=Cc1ccc(Br)o1,12
COC(=O)C(C#N)=Cc1ccc(Br)o1,14
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1C,40
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,58
CCC(C)C(NC(C)=O)C(N)=O,12
CCOC(=O)N=[N+]([O-])c1ccccc1,14
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,30
CC(C)(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,27
CN=c1[nH]cnc2sccc12,11
O=[N+]([O-])c1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1,32
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,23
CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,29
CC(=O)OCCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,30
O=C(O[Na])C1CC1C#Cc1ccccc1,15
COC1CC(Cl)C(Cl)C(Cl)C1Cl,12
CCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,33
Oc1cc(Cl)c(Cl)c(Cl)c1O,11
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,27
ClC1C=CCC(Cl)C1Cl,9
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,16
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1Cl,23
COc1c(O)cc(Cl)c(Cl)c1Cl,12
O=C(O)CCCN1C(=O)C=CC1=O,13
O=C(O)CCCCN1C(=O)C=CC1=O,14
O=C(O)CCCCCCCN1C(=O)C=CC1=O,17
CCOC(=O)CCN1C(=O)C=CC1=O,14
CCOC(=O)CCCCCN1C(=O)C=CC1=O,17
Oc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,15
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,18
Clc1cc(Cl)c2oc3cc(Cl)c(Cl)cc3c2c1,17
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,17
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,17
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,18
Clc1cc2oc3c(Cl)c(Cl)ccc3c2c(Cl)c1Cl,18
O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,18
COc1nnc(OC)c2ccccc12,14
Cc1ccnc2c(O)ccc(O)c12,13
COc1ccc(O)c2ncccc12,13
Oc1cccc2c(Cl)ccnc12,12
COc1ccc(O)c2nccc(C)c12,14
O=C1CCc2cccc3c2N1CC3,13
N=c1nc(-c2cc(Cl)ccc2Cl)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(Cl)ccc2F)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(Cl)ccc2Br)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(F)ccc2Br)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(Br)ccc2Br)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(Br)ccc2Cl)[nH]c(=N)[nH]1,16
N=c1nc(-c2ccc(Cl)cc2Cl)[nH]c(=N)[nH]1,16
N=c1nc(-c2ccc(Cl)cc2Br)[nH]c(=N)[nH]1,16
N=c1nc(-c2c(Cl)cccc2Cl)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(F)ccc2Cl)[nH]c(=N)[nH]1,16
N=c1nc(-c2cc(Br)ccc2F)[nH]c(=N)[nH]1,16
CCCNC(=O)NN,8
C=CCNC(=O)NN,8
CC(=O)N(C)CCOC(=O)c1ccccc1,16
COCCOC(=O)c1ccccc1,13
OCc1cccc(I)c1,9
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,32
O=[N+]([O-])c1c[nH]c(Cl)n1,9
O=NN1CCC(Cl)C(Cl)C1,10
O=NN1CCC(Br)C(Br)C1,10
COc1cc(S(=O)(=O)CCO)cc(OC)c1OC,18
C=CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,18
COc1cc(S(=O)(=O)CCN2CCCCC2)cc(OC)c1OC,23
COc1cc(S(=O)(=O)CCN2CCOCC2)cc(OC)c1OC,23
CCCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,17
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,22
COC(=O)c1ccccc1S(N)(=O)=O,14
COc1ccc(C(=O)N2CCCCC2)cc1,16
COCCOCCOc1ccccc1OCCOCCOC,22
COCCOCCOCCOc1ccccc1OCCOCCOCCOC,28
ClC1=C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,12
CCc1cnc2cccc(C)n2c1=O,14
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,22
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,30
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,20
Cc1ssc(=O)c1-c1ccccc1,13
CC(C)NC(=O)NN,8
CC=NC(=O)NC(=O)C(C#N)NOC,14
CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,26
Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,28
CCNCC(F)(F)F,8
Cn1c(=O)c(=O)n(C)c2ccccc21,14
CC(=CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,21
CC(=O)Nc1ccc(C(N)=O)cc1,13
CC(=O)Nc1cccc(C#N)c1,12
COc1ccc(NC(=O)N=C(N)N)cc1,15
N=C(N)NC(=O)Nc1ccc(Cl)cc1,14
COc1cc(NC(=O)N=C(N)N)ccc1C#N,17
CC1CCCC(c2ccccc2)(N2CCCCC2)C1,19
CC1CC(OC(=O)COc2ccc(F)cc2)CC(C)(C)C1,21
Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,39
COC(=O)Cc1ccsc1,10
CCNC(=O)n1cc(F)c(=O)[nH]c1=O,14
