,smiles,pH,logD
2205,CN1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N,7.4,-0.1
2206,CN1CCN(CC1)C1=C(CN2N=C(C3=C(N)N=CN=C23)C2=CC=C3N=C(N)SC3=C2)C=C2C=CC=CC2=N1,7.4,3.09
2207,CN1CCN(CC1)C1=C(F)C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C=C3F)C2=C1,7.4,2.63
2208,CN1CCN(CC1)C1=C2C=C(C)SC2=NC2=CC=CC=C2N1,6.8,2.0
2209,CN1CCN(CC1)C1=C2C=CC=CC2=NC2=C(N1)C=C(Cl)C=C2,7.4,3.13
2210,CN1CCN(CC1)C1=CC(F)=CC2=C1NC(=CC2=O)C(=O)NC1=CC=C(C=C1)N1CCOCC1,7.4,2.7
2211,CN1CCN(CC1)C1=CC(NC2=NNC(C)=C2)=NC(SC2=CC=C(NC(=O)C3CC3)C=C2)=N1,7.4,3.47
2212,CN1CCN(CC1)C1=CC=C(NC(=O)C2=NN=C(NC3=CC=CC=C3F)O2)C=N1,7.4,2.36
2213,CN1CCN(CC1)C1=CC=C(NC2=C3C=CC=CC3=NC=C2)C=C1,7.4,1.3
2214,CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC=CC(=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1,7.4,2.84
2215,CN1CCN(CC1)C1=CC=C(NC2=NC=C(F)C(N[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3C(N)=O)=N2)C=C1C,7.4,2.9
2216,CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(F)C=CC=C2NC1=O,7.4,3.45
2217,CN1CCN(CC1)C1=CC=C2N=CC(C(N)=O)=C(NC3=CC=C(Cl)C=C3Cl)C2=C1,7.4,3.23
2218,CN1CCN(CC1)C1=CC=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C=C3F)C2=C1,7.4,2.3
2219,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(=CC=C1C)C(=O)NC1=NC=CS1,7.4,2.56
2220,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(=CC=C1C)C(=O)NC1=NOC=C1,7.4,1.87
2221,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(=CC=C1C)C(=O)NC1CCC1,7.4,2.25
2222,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=C(C=C2)C#N)=CC=C1C,7.4,2.73
2223,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=CC(=C2)N2CCOCC2)=CC=C1C,7.4,2.69
2224,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=CC=C2F)=CC=C1C,7.4,2.75
2225,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=CN=C2)=CC=C1C,7.4,1.5
2226,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=NO2)=CC=C1C,7.4,1.75
2227,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CN=CS2)=CC=C1C,7.4,2.11
2228,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=COC=C2)=CC=C1C,7.4,2.43
2229,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CSC=N2)=CC=C1C,7.4,2.06
2230,CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2CC2)=CC=C1C,7.4,2.17
2231,CN1CCN(CC1)C1=NC(CCOC2=CC=C(C[C@H](NC3=CC=CC=C3C(=O)C3=CC=CC=C3)C(O)=O)C=C2)=C(C)S1,7.4,2.58
2232,CN1CCN(CC1)C1=NC(NCCNC2=CC=C(C=C2)[N+]([O-])=O)=C2C=CC=CC2=N1,7.4,2.91
2233,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,7.4,3.13
2234,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,7.4,3.08
2235,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,7.4,2.19
2236,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=CC=C(Cl)C=C12,7.4,3.24
2237,CN1CCN(CC1)C1=NC=NC2=C1SC1=C2C(C)=CC(C)=N1,7.4,3.2
2238,CN1CCN(CC1)S(=O)(=O)C1=CC=C(C(C)=C1)C1=CN=C(N)C(=N1)C(=O)NC1=CC=CN=C1,7.4,2.6
2239,CN1CCN(CC1)S(=O)(=O)C1=CC=C(C2=CN=C(N)C(=N2)C(=O)NC2=CC=CN=C2)C(=C1)C(F)(F)F,7.4,3.25
2240,CN1CCN(CC1)S(=O)(=O)C1=CC=C(C=C1)C1=CN=C(N)C(=N1)C(=O)NC1=CN=CC=C1CN1CCCC1,7.4,3.28
2241,CN1CCN(CC1)S(=O)(=O)C1=CC=C(C=C1F)C1=CN=C(N)C(=N1)C(=O)NC1=CC=CN=C1,7.4,2.66
2242,CN1CCN(CC1)[C@H]1C[C@H](C1)C1=NC(=C2N1C=CN=C2N)C1=CC=C2C=CC(=NC2=C1)C1=CC=CC=C1,7.4,3.2
2243,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CC=CN=C3)=C2)CC1,7.4,2.5
2244,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,7.4,4.31
2245,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,7.4,3.92
2246,CN1CCN(CCCOC2=CC=C(C=C2)C2=CC(=NO2)C2=CC=C(F)C=C2)CC1,7.4,3.81
2247,CN1CCN(CCOC2=NNC3=NC=NC(NC4=CC=C(OCC5=CC=CC=N5)C(Cl)=C4)=C23)CC1,7.4,2.45
2248,CN1CCN2C(C1)C1=C(CC3=C2N=CC=C3)C=CC=C1,7.4,2.6
2249,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CN=C21,7.4,2.82
2250,CN1CCNC2=NC(CCOC3=CC=C(C[C@H](NC(=O)C4=C(Cl)C=CC=C4Cl)C(O)=O)C=C3)=CC=C12,7.4,0.07
2251,CN1CCOC2=CC(COC3=CC=CC=C3)=CN=C12,7.4,3.3
2252,CN1CCOC2=CC(COC3CCCCC3)=CN=C12,7.4,3.1
2253,CN1CCOC2=CC(OC(=O)C3=CC=CC=C3)=CN=C12,7.4,3.3
2254,CN1CCOC2=NC(=CC=C12)C#CC1=CC=CC=C1,7.4,3.8
2255,CN1CC[C@@]23[C@@H]4OC5=C(O)C=CC(C[C@H]1[C@H]2C=C[C@H]4O)=C35,7.4,-0.06
2256,CN1CC[C@@]23[C@@H]4OC5=C(O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)[C@H]6O)C(O)=O)C=CC(C[C@H]1[C@H]2C=C[C@H]4O)=C35,7.4,-1.12
2257,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@H]4OC(C)=O)=CC=C5O,7.4,0.61
2258,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,7.4,0.32
2259,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1O)C(O)=O)=C35,7.4,-0.79
2260,CN1C[C@@H](C2=CC=CC=C2)C2=CC=CC(N)=C2C1,7.4,2.11
2261,CN1C[C@@H](C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,7.4,4.94
2262,CN1C[C@H](C2=CC=CC=C2)C2=CC=CC(N)=C2C1,7.4,2.11
2263,CN1N(C(=O)C=C1C)C1=CC=CC=C1,5.5,0.61
2264,CN1N(C(=O)C=C1C)C1=CC=CC=C1,6.5,0.6
2265,CN1N(C(=O)C=C1C)C1=CC=CC=C1,7.4,0.40349999999999997
2266,CN1N=C(C)C=C1NC(=O)NC1=CC=C(Cl)C=C1,7.4,2.96
2267,CN1N=C(C=C1C(=O)N[C@@H](CC1=CC(C)=CC=C1)C(=O)NCC#N)C(C)(C)C,7.4,3.1
2268,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C,7.4,3.97
2269,CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)N[C@H](CN)CC1=CC=CC(F)=C1,7.4,2.99
2270,CN1N=CC2=C1N=C(NC2=O)C1=CC=CC=C1,7.4,1.61
2271,CN1N=CN=C1C1=C2C(=NN1CC1=C3C=C(Cl)C=CC3=NC=C1)N(CC1CC1)C(=O)N(C)C2=O,7.4,3.8
2272,CN1N=CN=C1COC1=NN2C(C=C1C(C)(C)C)=NN=C2C1=CC(F)=CC=C1F,7.4,2.4
2273,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COC2=NOC=C2)OC1=O,7.4,1.24
2274,CN1N=NC2=C(N=CN2C1=O)C(N)=O,7.4,-1.08
2275,CN1SC(=O)C2=CC(=CC=C12)S(=O)(=O)NC1CC1,7.4,1.3
2276,CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O,7.4,0.3
2277,CN1SC(NC(=O)C2=CC=CC(Cl)=C2)=NC1=O,7.4,0.87
2278,CN1SC(NC(=O)C2=CC=CC=C2)=NC1=O,7.4,1.13
2279,CN1SC(NCC2=CC=CC=C2)=NC1=O,7.4,1.2
2280,CN1[C@H]2CC(C[C@H]1[C@@H]1O[C@H]21)OC(=O)C(CO)C1=CC=CC=C1,7.4,0.21
2281,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)C1=CC=CC=C1,7.4,-0.16
2282,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)[C@H](CO)C1=CC=CC=C1,7.4,-0.66
2283,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,7.4,-0.66
2284,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)C1=CC=CC=C1,7.4,-1.29
2285,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,7.4,1.49
2286,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)C2=C3C=CC=CC3=CC(=C2)C#N)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1=O,7.4,2.5
2287,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)C2=C3C=CC=CC3=CC(C#N)=C2OC)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1=O,7.4,2.78
2288,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)C2=C3C=CC=CC3=CC(C#N)=C2OC)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCNC1=O,7.4,2.2
2289,CNC(=O)C1=C(F)C=CC=C1NC1=C2C=CNC2=NC(NC2=CC3=C(CCN3C(=O)CN(C)C)C=C2OC)=N1,7.4,2.61
2290,CNC(=O)C1=C(N=CN1)C(=O)NC1=CC=C(OC)C=C1,7.4,2.2
2291,CNC(=O)C1=C(N=NS1)C1=CC=CC=C1,7.4,1.23
2292,CNC(=O)C1=C(NC(N)=O)SC(=C1)C1=CC=CC=C1,7.4,3.19
2293,CNC(=O)C1=C(NS(=O)(=O)C2=CC=C(C)C=C2)N(N=C1)C1=CC=CC=C1,7.4,-0.54
2294,CNC(=O)C1=C2C(=CC=C1)N(CC(O)=O)C(C)=C2SC1=CC=C(Cl)C=C1,7.4,-0.89
2295,CNC(=O)C1=CC(=C2C=CNC2=C1)C1=NC(=CC(=N1)C1(CC1)S(C)(=O)=O)N1CCOCC1,7.4,1.7
2296,CNC(=O)C1=CC(C(=O)C2=CC=C(Cl)C=C2)=C(Br)N1,7.4,3.1
2297,CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,7.4,2.8
2298,CNC(=O)C1=CC=C(C=C1)C1=CC(C(=O)N[C@H]2CCCNC2)=C(NC(N)=O)S1,7.4,0.7
2299,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC=C(C#N)C(=C1)C(F)(F)F,7.4,3.3
2300,CNC(=O)C1=CC=C(CC(=O)N(C)C2CCN(CC3=CC=C(C=C3)C(F)(F)F)CC2)C=C1,7.4,2.8
2301,CNC(=O)C1=CC=C(CCC(COC2=CC=C(C=C2)C2=CC=CC(=C2)[N+]([O-])=O)N2C(=O)CSC2=O)C=C1,7.4,3.5
2302,CNC(=O)C1=CC=C(CN2CCC(CC2)C2=CC=C(C=C2)C(=O)NC2=CC=CC=C2N)C=C1,7.4,1.99
2303,CNC(=O)C1=CC=C(NC2=NC=C(F)C(=N2)C2=CN=C(C)N2C(C)C)C=C1,7.4,3.0
2304,CNC(=O)C1=CC=C(NC2=NC=C(F)C(=N2)C2=CN=C(C)N2C(C)C)C=C1F,7.4,3.31
2305,CNC(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C(C)N2C(C)C)C=C1,7.4,2.69
2306,CNC(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C(C)N2C(C)C)C=C1F,7.4,2.95
2307,CNC(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C(C3CC3)N2C(C)C)C=C1,7.4,2.77
2308,CNC(=O)C1=CC=C(OC2=CC=C(C=C2)C#C[C@]2(O)CN3CCC2CC3)C=C1,7.4,1.99
2309,CNC(=O)C1=CC=C(OC2=CC=C3CCN(CCC3=C2)C2CCC2)N=C1,7.4,1.45
2310,CNC(=O)C1=CC=C2C(=O)C=C(NC2=C1)C1=CC=CN=C1,7.4,1.01
2311,CNC(=O)C1=CC=CC(=C1C1=CC=C(CC(C)C)C=C1)S(=O)(=O)NC1=NC=C(C)N=C1OC,7.4,1.68
2312,CNC(=O)C1=CC=CC(NC(=O)NC2=CC=CC(=C2)C#N)=C1CN1CCC(CC2=CC=C(F)C=C2)CC1,7.4,3.97
2313,CNC(=O)C1=CC=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=C1,7.4,1.93
2314,CNC(=O)C1=CC=CC=C1SC1=CC=C2C(NN=C2\C=C\C2=CC=CC=N2)=C1,7.4,3.8
2315,CNC(=O)C1=NC(=CN=C1N)C1=CC=C(Cl)C(=C1)S(=O)(=O)NC1=CC=CC(F)=C1F,7.4,2.8
2316,CNC(=O)C[C@H](NC1=NC=C(Cl)C(NC2=NNC(=C2)C2CC2)=N1)C1=CC=C(F)C=C1,7.4,2.23
2317,CNC(=O)NC1=C(SC(=C1)C1=CC=CC=C1)C(N)=O,7.4,2.71
2318,CNC(=O)NC1=NN2C=C(C=CC2=N1)C1=CN=CC(=C1)S(=O)(=O)NC(C)(C)C,7.4,1.58
2319,CNC(=O)OC[C@@H](C)N(C1=CC(Cl)=CC=C1CO)S(=O)(=O)C1=CC=C(Cl)C=C1,7.4,3.0
2320,CNC(=O)[C@H]1CCCN1CC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,7.4,3.65
2321,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,7.4,-0.95
2322,CNC1(C)C2CCC(C2)C1(C)C,7.4,-0.84
2323,CNC1=C2C=C(OC)C=C(N3CCN(C)CC3)C2=NC(=C1)C(=O)NC1=CC=C(C=C1)N1CCOCC1,7.4,2.93
2324,CNC1=C2C=CC=C(CNC3=CC(NC(=O)C4=CC=C5OCCOC5=C4)=CC=C3C)C2=NC=N1,7.4,4.0
2325,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(C=C1)S(C)(=O)=O,7.4,2.88
2326,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(O)C=C1,7.4,2.47
2327,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(OCCCN2CCOCC2)C=C1,7.4,2.96
2328,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(OCCN2CCCCC2)C=C1,7.4,2.56
2329,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(OCCN2CCN(C)CC2)C=C1,7.4,2.91
2330,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=CC(N)=C1,7.4,2.96
2331,CNC1=C2N=C(NC2=NC=C1Br)C1=CC=NC(N)=C1,7.4,2.83
2332,CNC1=C2N=C(NC2=NC=C1Br)C1=CN(N=C1)C1CCN(C)CC1,7.4,2.5
2333,CNC1=C2N=C(NC2=NC=C1C(N)=O)C1=CC=C(OCCN2CCOCC2)C=C1,7.4,2.14
2334,CNC1=C2N=C(NC2=NC=C1Cl)C1=CC=C(OCCN2CCOCC2)C=C1,7.4,2.63
2335,CNC1=CC=C(C=C1)C1=NC2=C(S1)C=C(O)C=C2,7.4,3.5
2336,CNC1=CC=CC(CCCC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2)=N1,7.4,0.57
2337,CNC1=CC=CC(CCCC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)S2)=N1,7.4,0.78
2338,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(C)C=C(C)C=C3C)C(O)=O)C=C2)=N1,7.4,0.52
2339,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2)=N1,7.4,-0.15
2340,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2C)=N1,7.4,0.34
2341,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2F)=N1,7.4,-0.05
2342,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(F)C=CC=C3Cl)C(O)=O)C=C2)=N1,7.4,-0.42
2343,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=CC=C(F)C=C3Cl)C(O)=O)C=C2)=N1,7.4,-0.04
2344,CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=CC=CC=C3Cl)C(O)=O)C=C2)=N1,7.4,-0.31
2345,CNC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)C1=CC=C(F)C=C1,7.4,1.86
2346,CNC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(=C2)N2CCCN(CC2)C(C)=O)=NC=C1C#N,7.4,3.2
2347,CNC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(=C2)N2CCCNCC2)=NC=C1C#N,7.4,1.64
2348,CNC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(=C2)N2CCNCC2)=NC=C1C#N,7.4,1.9
2349,CNC1=NC2=C(C=CC=C2)N1CC1=C(C(=O)N2CC[C@@H](O)C2)C2=C(S1)N(CC(C)C)C(=O)N(C)C2=O,7.4,1.61
2350,CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=[N+]([O-])C1,7.4,2.41
2351,CNC1=NC2=CC=CC=C2N1CC1=C(C(=O)N2C[C@H](O)CO2)C2=C(S1)N(CC(C)C)C(=O)N(C)C2=O,7.4,1.77
2352,CNC1=NC2=NC(SCC3=CC=CC(F)=C3F)=NC(N[C@H](C)CO)=C2S1,7.4,3.7
2353,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=CC=CC=C1,7.4,2.68
2354,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=CC=CO1,7.4,1.85
2355,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=CC=CS1,7.4,2.63
2356,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=CC=NS1,7.4,2.15
2357,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=CNC=C1,7.4,1.73
2358,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=CS1)C1=NC=CO1,7.4,1.14
2359,CNC1=NC2=NC=CC=C2C(=NC1C1=CC=NS1)C1=CC=CO1,7.4,1.44
2360,CNC1=NC=C(S1)C(=O)C1=CC=CC=C1,7.4,2.36
2361,CNC1=NN2C(C=C1)=NC=C2C1=CC=CC(O)=C1,7.4,2.99
2362,CNC1CCN(C1)C1=CC=C(NC(=O)C2=CC=C(C=C2)C2=CC=CC=C2)C=N1,7.4,2.35
2363,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,7.4,1.17
2364,CNCC1=CC=CC(=C1)C1=CC=C2C(N=C(N=C2N2CCOCC2)N2C[C@H](C)O[C@H](C)C2)=N1,7.4,1.26
2365,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,6.8,1.9
2366,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,7.4,1.92
2367,CNCCC(OC1=CC=CC=C1OC)C1=CC=CC=C1,7.4,0.22
2368,CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,7.4,1.845
2369,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,7.4,1.58
2370,CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,7.4,2.04
2371,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,7.4,0.89
2372,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,5.5,1.11
2373,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,6.5,1.1
2374,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,7.4,1.3933333333333333
2375,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,7.4,1.24
2376,CNCC[C@@H](OC1=CC(=CC=C1C#N)C(F)(F)F)C1=CC=CC=C1,7.4,1.3
2377,CNCC[C@@H](OC1=CC(OC)=CC=C1C#N)C1=CC=CC=C1,7.4,0.87
2378,CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,7.4,1.96
2379,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,7.4,1.25
2380,CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,7.4,1.89
2381,CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1,7.4,2.09
2382,CNC[C@H](O)C1=CC=C(Cl)C(=C1)C(=O)NCC12CC3CC(CC(C3)C1)C2,7.4,1.41
2383,CNC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,7.4,-3.62
2384,CNS(=O)(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C3C=CC=NN23)C=C1,7.4,2.8
2385,CNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C#C[C@]2(O)CN3CCC2CC3)C=C1,7.4,2.03
2386,CNS(=O)(=O)C1=CC=C2C(=CNC(=O)C2=C1)C(=O)NC[C@@H](O)CN1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,7.4,2.77
2387,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,7.4,-1.06
2388,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,7.4,-0.6799999999999999
2389,CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1,7.4,0.48
2390,CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)C1=CC=CC=C1,7.4,1.79
2391,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]1CCCN(CCC2=CC=CC=C2)C1,7.4,2.34
2392,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC,7.4,2.42
2393,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CC[C@H]2CCN(CCC3=CC=CC=C3)C[C@@H]12,7.4,2.47
2394,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCCN(CC2=CC=CC=C2)C1,7.4,2.12
2395,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(C1)C(=O)C1=CC=CC=C1,7.4,0.87
2396,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(C1)C(=O)CC1=CC=CC=C1,7.4,1.32
2397,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CC2=CC=CC=C2)C1,7.4,2.01
2398,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=C(F)C=C2)C1,7.4,2.39
2399,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=CC(F)=C2)C1,7.4,2.64
2400,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2)C1,7.4,1.65
2401,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2F)C1,7.4,2.51
2402,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCCC2=CC=CC=C2)C1,7.4,2.6
2403,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(C1)C(=O)C1=CC=CC=C1,7.4,0.82
2404,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(C1)C(=O)CC1=CC=CC=C1,7.4,0.81
2405,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(CC2=CC=CC=C2)C1,7.4,1.49
2406,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(CCC2=CC=CC=C2)C1,7.4,1.65
2407,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(CCCC2=CC=CC=C2)C1,7.4,1.9
2408,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCC1=CC=CC=C1)C2,7.4,1.64
2409,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)C3=C4C=CC=CC4=CC=C3)[C@@H]12)C(C)(C)C,7.4,1.94
2410,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)C1=CC=CC=C1)C(C)(C)C,7.4,0.9
2411,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)CC1=CC=CC=C1)C(C)(C)C,7.4,0.78
2412,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(Br)C=C2)C1)C(C)(C)C,7.4,2.92
