,smiles,logD,pH
447,O(Cc1ccccc1)c1ccc(NC(Nc2ccc(cc2)C(C)(C)C)=N)cc1,3.46,7.4
448,O(N1C(N=C(N=C1N)N)(C)C)CCc1cc2c(cc1)cccc2,2.92,7.4
449,O(NC(=O)Nc1cc2[nH]cc(c2cc1)-c1ccncc1)Cc1ccccc1,3.54,7.4
450,O(NC(=O)Nc1cc2n(cc(c2cc1)C#N)C)Cc1ccccc1,2.74,7.4
451,O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC,2.48,7.4
452,O(c1cc(ccc1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1)c1ccccc1,2.9,7.4
453,O(c1cc(ccc1)CNc1ccc(cc1)CCC(O)=O)c1ccccc1,1.95,7.4
454,O(c1ccc(-n2ccnc2)cc1)c1nc(ncc1)N1C[C@@H](NCC1)Cc1ccccc1,3.58,7.4
455,O(c1ccc(cc1OC)C)c1ncccc1/C(=N/O)/NC1CCCCC1,4.02,7.4
456,O(c1ccccc1/C(=N/O)/NC1CCCCC1)c1ccccc1,4.43,7.4
457,O(c1ccccc1CC)c1ncccc1/C(=N\O)/NC1CCCCC1,4.31,7.4
458,O(c1ccccc1OC)c1ncccc1/C(=N\O)/NC1CCCCC1,3.77,7.4
459,O(c1nc(ncc1C)N1C[C@@H](NCC1)Cc1ccccc1)c1ccc(-n2ccnc2)cc1,4.04,7.4
460,O(c1ncccc1/C(=N/O)/NC1CCCCC1)c1ccc(cc1)C,4.32,7.4
461,O(c1ncccc1/C(=N\O)/NC1CCCCC1)c1ccccc1,3.92,7.4
462,O1C(=Nc2c(cc(cc2)C)C1=O)C,1.8,7.4
463,O1C(=Nc2c(cc3c(c2)cccc3)C1=O)C,2.8,7.4
464,O1C(=Nc2c(cccc2)C1=O)C,1.3,7.4
465,O1C(=Nc2c(cccc2)C1=O)\C=C\c1ccccc1,3.9,7.4
466,O1C(=Nc2c(cccc2C)C1=O)C,2.1,7.4
467,O1C(=Nc2c(cccc2C)C1=O)C(C)(C)C,4.0,7.4
468,O1C(=O)c2c(N=C1N(C(C)C)C(C)C)cccc2,3.7,7.4
469,O1C(=O)c2c(N=C1N1CCCC1C(=O)N)cccc2,0.4,7.4
470,O1C(=O)c2c(N=C1N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)N)cc(N)cc2CC,1.6,7.4
471,O1C(=O)c2c(N=C1N1CCCCC1)cccc2,3.0,7.4
472,O1C(=O)c2c(N=C1NC(C(OC)=O)c1ccccc1)cccc2,2.6,7.4
473,O1C(=O)c2c(N=C1NC(C)C)c(C)c(cc2)C,3.8,7.4
474,O1C(=O)c2c(N=C1NC(C)C)cc(N)cc2CC,1.6,7.4
475,O1C(=O)c2c(N=C1NC(C)C)cc(NC(=O)C)cc2,1.2,7.4
476,O1C(=O)c2c(N=C1NC(C)C)cc(NCC)cc2,2.4,7.4
477,O1C(=O)c2c(N=C1NC(C)C)cc(cc2)CC,3.2,7.4
478,O1C(=O)c2c(N=C1NC(C)C)cccc2,2.4,7.4
479,O1C(=O)c2c(N=C1NC(C)C)cccc2C,3.0,7.4
480,O1C(=O)c2c(N=C1NC)cccc2,1.7,7.4
481,O1C(=O)c2c(N=C1NC)cccc2C,2.3,7.4
482,O1C(=O)c2c(N=C1NC1CCCCC1)cccc2,3.5,7.4
483,O1C(=O)c2c(N=C1NCCC)cccc2,2.4,7.4
484,O1C(=O)c2c(N=C1NCCCC(OCC)=O)cccc2,2.3,7.4
485,O1C(=O)c2c(N=C1NCCCC)cc(N)cc2,1.7,7.4
486,O1C(=O)c2c(N=C1NCCCC)cccc2,3.1,7.4
487,O1C(=O)c2c(N=C1NCCCC)cccc2CC,3.8,7.4
488,O1C(=O)c2c(N=C1NCCCCCC)cccc2,3.8,7.4
489,O1C(=O)c2c(N=C1NCCc1ccccc1)cccc2,3.2,7.4
490,O1C(=O)c2c(N=C1NCc1ccc(N)cc1)cccc2,2.0,7.4
491,O1C(=O)c2c(N=C1NCc1ccccc1)cccc2,2.8,7.4
492,O1C(=O)c2c(N=C1N[C@@H](CC(=O)N)C(=O)NC(C)C)cccc2,0.2,7.4
493,O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cc(cc2C)C,4.0,7.4
494,O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cccc2,3.2,7.4
495,O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cccc2C,3.7,7.4
496,O1C(=O)c2c(N=C1N[C@@H]([C@H](CC)C)C(OC)=O)cccc2,2.6,7.4
497,O1C(=O)c2c(N=C1N[C@H](CC(C)C)C(OC)=O)cccc2,3.2,7.4
498,O1C(=O)c2c(N=C1Nc1ccccc1)cccc2,3.5,7.4
499,O1C(=O)c2c(N=C1Nc1ccccc1)cccc2OC,3.1,7.4
500,O1C(=O)c2c(N=C1OCC)cc(N)cc2CC,2.7,7.4
501,O1C(C=CC1N1C=C(C)C(=O)NC1=O)CO,-0.72,7.4
502,O1C(CCC1n1c2N=CNC(=O)c2nc1)CO,-0.54,7.4
503,O1C(CO)C([N-][N+]#N)CC1N1C=C(C)C(=O)NC1=O,-0.58,7.4
504,O1C2(OOC13CCN(CC3)C(=O)N1CCN(CC1)C)C1CC3CC2CC(C1)C3,2.6,7.4
505,O1C2(OOC13CCN(CC3)C(=O)c1ccccc1C(O)=O)C1CC3CC2CC(C1)C3,1.2,7.4
506,O1C2(OOC13CCN(CC3)Cc1ccccc1)C1CC3CC2CC(C1)C3,3.5,7.4
507,O1C2(OOC13CCN(CC3)Cc1ccncc1)C1CC3CC2CC(C1)C3,2.7,7.4
508,O1C2C34C(C(N(CC3)C)Cc3c4c1c(O)cc3)C=CC2O,-0.44,7.4
509,O1CC(N(C(C1)C)c1nnc(Nn2c(ccc2C)C)cc1)C,2.59,7.4
510,O1CCC[C@H]1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,1.14,7.4
511,O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.5,7.4
512,O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.3,7.4
513,O1CCN(CC1)CCCOc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,3.5,7.4
514,O1CCN(CC1)CCCOc1cc2ncnc(Nc3cnc(nc3)NC(=O)c3ccccc3)c2cc1OC,2.7,7.4
515,O1CCN(CC1)CCOC(=O)N[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.3,7.4
516,O1CCN(CC1)CCOc1c2c(cccc2)c(NC(=O)Nc2n(nc(c2)C(C)(C)C)-c2ccc(cc2)C)cc1,5.1,7.4
517,O1CCN(CC1)CCn1nc2c(nc(nc2O)-c2cc(cnc2OCCCC)C(=O)C)c1CC,2.4,7.4
518,O1CCN(CC1)c1nccc(c1)C(=O)Nc1cc(Nc2ncnc3c2cc(OCCN(C(C)C)C(C)C)c(OC)c3)c(cc1)C,3.5,7.4
519,O1CCN(CC1)c1nnc(N(n2c(ccc2C)C)C(=O)C)cc1,1.64,7.4
520,O1CCN(CC1)c1nnc(N(n2c(ccc2C)C)C)cc1,2.21,7.4
521,O1CCN(CC1)c1nnc(N(n2cccc2)C)cc1,2.0,7.4
522,O1CCN(CC1)c1nnc(Nn2c(ccc2C)C)cc1,1.94,7.4
523,O1CCN(CC1)c1nnc(Nn2c(ccc2CC)CC)cc1,2.71,7.4
524,O1CC[N+]([O-])(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,3.6,7.4
525,O1CC[N+]([O-])(CC1)CCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.07,7.4
526,O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,1.82,7.4
527,O1Cc2c(cccc2)C(c2c1cccc2)=CCCN(C)C,2.22,7.4
528,O1N(COC(=O)C(C)(C)C)C(=O)C2=C1CCCC2NC,0.05,7.4
529,O1[C@@H](CC)[C@](O)(C)[C@H](O)[C@@H](N(C[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C2)C)[C@@H](C)C1=O)C)C)C,0.33,7.4
530,O1[C@@H](CC)[C@](O)(C)[C@H](O)[C@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@](O)(C)[C@H](O[C@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,1.92,7.4
531,O1[C@@H]2[C@]34C([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2OC(=O)C,0.61,7.4
532,O1[C@@H]2[C@]34C([C@H](N(CC3)C)Cc3c4c1c(OC(=O)C)cc3)C=C[C@@H]2OC(=O)C,0.85,7.4
533,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C,1.09,7.4
534,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,-0.06,7.4
535,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@@H]2O,0.22,7.4
536,O1[C@H](/C(=C/[C@@H]2CC[C@@H](OC)[C@H](O)C2O)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,3.9,7.4
537,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,4.22,7.4
538,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,4.38,7.4
539,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)[C@H](O)C2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,3.4,7.4
540,O1[C@H](C)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)C(=O)[C@@]2(OC2)C[C@H](C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2OC(=O)C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H](C)C1=O,3.2,7.4
541,O1[C@H](CC)[C@](O)(C)[C@@H](O)[C@@H](C)C(=O)[C@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@@H](C)C1=O)C,1.14,7.4
542,O1[C@H]([C@@H]1C)C1=Nc2c(-n3c1ccc3)cccc2,2.61,7.4
543,O1[C@H]([C@H]1C)C1=Nc2c(-n3c1ccc3)cccc2,2.55,7.4
544,O1[C@H]2[C@@]34[C@@H]([C@@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@H]2O,-0.06,7.4
545,O1[C@H]2[C@H]3N([C@H]([C@@H]12)CC(OC(=O)C(CO)c1ccccc1)C3)C,0.21,7.4
546,O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO)[C@@H](O)[C@H](O)[C@H]1CO,-3.34,7.4
547,O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2,-1.15,7.4
548,O1c2c(C=CC1=O)cccc2,1.415,7.4
549,O1c2c(OCC1CCc1[nH]ccn1)cccc2,1.99,7.4
550,O1c2c(OCC1Cc1[nH]c3c(n1)cccc3)cccc2,3.29,7.4
551,O1c2c(OCC1Cc1[nH]ccn1)cccc2,1.92,7.4
552,O1c2c(OCC1Cc1nccn1C)cccc2,1.93,7.4
553,O1c2c(OCC1Cc1nccn1CC)cccc2,2.31,7.4
554,O1c2c(OCC1Cc1nccn1CCC)cccc2,2.4,7.4
555,O1c2c(OCC1c1[nH]ccn1)cccc2,1.76,7.4
556,O1c2c(ccc(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=CC1=O)C,-1.32,7.4
557,O1c2c(cccc2)C(O)=C([C@@H](CC(=O)C)c2ccccc2)C1=O,1.12,7.4
558,O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)C(=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C/O[C@]1(C)C3=O)C)\C(=C/NN1CCN(CC1)C)\C4=O,0.98,7.4
559,O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)=CC3)c([N+](=O)[O-])cc2OC1,2.9,7.4
560,O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)CC3)c([N+](=O)[O-])cc2OC1,2.4,7.4
561,O1c2cc(COC(=O)N3CCC4(N(CNC4=O)c4ccccc4)CC3)c([N+](=O)[O-])cc2OC1,3.1,7.4
562,O1c2cc(\C=C\C(=O)N3CCC4(N(CNC4=O)c4ccccc4)CC3)c([N+](=O)[O-])cc2OC1,3.1,7.4
563,O1c2cc(ccc2OC1)CCC1=Nc2c(-n3c1ccc3)cccc2,3.84,7.4
564,O1c2cc(ccc2OC1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1,2.2,7.4
565,O1c2cc(ccc2OC1)CNC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1,2.8,7.4
566,O1c2cc(ccc2OC1)CNC(=O)c1n2c(nc1C)C=CC=C2,3.02,7.4
567,O1c2cc(ccc2OC1)COC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1,3.7,7.4
568,O=C(C(C)(C)c1cccnc1)c1cccnc1,1.5,7.4
569,O=C(C)c1ccccc1,1.58,7.4
570,O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,2.35,7.4
571,O=C(N(C)c1ccccc1)Nc1cc2[nH]cc(c2cc1)-c1ccncc1,2.93,7.4
572,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC,2.91,7.4
573,O=C(N([C@@H](CC(C)C)C(=O)N)C)CNC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)C)CCCCN)C)Cc1ccccc1,-1.33,7.4
574,O=C(N)c1cc(ccc1)Cc1ncccn1,0.28,7.4
575,O=C(N)c1cc(ccc1)Cn1c2c(nc1)cccc2,1.7,7.4
576,O=C(N)c1cc(ccc1)Cn1ccnc1,-0.01,7.4
577,O=C(N)c1cc(ccc1)Cn1nccc1,0.71,7.4
578,O=C(N1CCc2c1cc1c(nc(cc1C)C)c2)C,2.64,7.4
579,O=C(NC1CCN(CC1)CCc1c2c([nH]c1)cccc2)c1ccccc1,2.31,7.4
580,O=C(NCC(C)C)c1n2C=C(C=Cc2nc1C)C,3.39,7.4
581,O=C(NCCN(CC)CC)c1ccc(N)cc1,-0.36,7.4
582,O=C(NCc1ccccc1)c1n2c(nc1C)C=CC=C2,3.2,7.4
583,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N([C@@H](CC(C)C)C(=O)N)C)C,2.42,7.4
584,O=C(N[C@H](CCc1ccccc1)C(=O)Nc1cc2c(nc1)cccc2)[C@@H]1NC[C@@H](N)C1,1.1,7.4
585,O=C(N[C@H](CCc1ccccc1)C(=O)Nc1cc2c(nccc2)cc1)[C@@H]1N(C[C@@H](N)C1)C(=O)CN,0.5,7.4
586,O=C(N[C@H](CCc1ccccc1)C(=O)Nc1cc2c(nccc2)cc1)[C@@H]1N(C[C@H](C1)CN)C(=O)CN,-0.5,7.4
587,O=C(N[C@H](CCc1ccccc1)C(=O)Nc1cc2c(nccc2)cc1)[C@@H]1NC[C@H](C1)CN,0.5,7.4
588,O=C(Nc1c(cccc1C)C)C1N(CCCC1)C,1.27,7.4
589,O=C(Nc1c(cccc1C)C)CN(CC)CC,1.71,7.4
590,O=C(c1ccccc1)c1ccccc1,3.1,7.4
591,O=C1C=C2CC[C@@H]3[C@@H]([C@@]2(C=C1)C)[C@H](O)C[C@@]1([C@@H]3CC[C@]1(O)C(=O)CO)C,1.83,7.4
592,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,1.53,7.4
593,O=C1C=C2CC[C@H]3[C@H]([C@@]2(C=C1)C)C(=O)C[C@]1([C@@H]3CC[C@]1(O)C(=O)CO)C,1.44,7.4
594,O=C1C=C2[C@@]([C@H]3[C@@H]([C@H]4CC[C@](O)(C(=O)CO)[C@@]4(C[C@H]3O)C)C[C@H]2C)(C=C1)C,2.1,7.4
595,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CCC2=C1)C,3.48,7.4
596,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1.89,7.4
597,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C,3.3,7.4
598,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1.545,7.4
599,O=C1CC[C@@]2([C@@H]3[C@H]([C@H]4CC[C@@H](C(=O)C)[C@@]4(CC3)C)CCC2=C1)C,3.48,7.4
600,O=C1CC[C@]2([C@@H]3[C@H]([C@H]4CC[C@](O)(C(=O)COC(=O)C)[C@@]4(C[C@H]3O)C)CCC2=C1)C,2.19,7.4
601,O=C1C[C@@H](O)[C@@H](\C=C/[C@H](O)CCCCC)[C@@H]1CCCCCCC(O)=O,0.78,7.4
602,O=C1C[C@@H](O)[C@@H](\C=C/[C@H](O)CCCCC)[C@@H]1C\C=C/CCCC(O)=O,0.41,7.4
603,O=C1N(C)C(=O)N(c2ncn(c12)C)C,-0.07,7.4
604,O=C1N(C)C(=O)N(c2ncn(c12)C[C@@H](O)C)C,-0.07,7.4
605,O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C,0.29,7.4
606,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2,2.61,7.4
607,O=C1N(N(C)C(=C1)C)c1ccccc1,0.4,7.4
608,O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,0.63,7.4
609,O=C1N(c2c(cccc2)C(=NC1NC(=O)Nc1cc(ccc1)C(O)=O)C1CCCCC1)C,0.89,7.4
610,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(N(C)c2nn[nH]n2)c(cc1)C)c1ccccc1)C,1.58,7.4
611,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(N(C)c2nn[nH]n2)ccc1)c1ccccc1)C,1.14,7.4
612,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(Nc2nn[nH]n2)c(cc1)C)c1ccccc1)C,1.37,7.4
613,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(Nc2nn[nH]n2)ccc1)c1ccccc1)C,0.89,7.4
614,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(ccc1)CNc1nn[nH]n1)c1ccccc1)C,1.47,7.4
615,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc2N(CCc2cc1)c1nn[nH]n1)c1ccccc1)C,1.38,7.4
616,O=C1N(c2nc(nc(c2CC1(C)C)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,1.21,7.4
617,O=C1N(c2nc(nc(c2CC1)C(C)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,1.41,7.4
618,O=C1N(c2nc(nc(c2CC1)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.49,7.4
619,O=C1N=CN=C2NNC=C12,-0.44,7.4
620,O=C1NC(=N)N(C1)C,-2.0,7.4
621,O=C1NC(=O)NC(=O)C1(C)c1ccccc1,1.51,7.4
622,O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,2.34,7.4
623,O=C1NCN(C12CCN(CC2)C(OCc1cccnc1)=O)c1ccccc1,2.5,7.4
624,O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1,2.38,7.4
625,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,1.81,7.4
626,O=C1Nc2cccnc2N(c2c1cccc2)C(=O)CN1CCN(CC1)C,-0.61,7.4
627,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C,2.3,7.4
628,O=Cc1[nH]c2c(c1)C(N(CC2C)C)C,0.69,7.4
629,O=[N+]([O-])c1[nH]c2c(c1)C(N(CC2C)C)C,1.14,7.4
630,O=[N+]([O-])c1ccccc1,1.88,7.4
631,OC(=O)C,-2.88,7.4
632,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,0.054000000000000006,7.4
633,OC(=O)C(C)c1cc(ccc1)\C(=N/O)\c1ccccc1,-0.04,7.4
634,OC(=O)C(C)c1ccc(cc1)CC(C)C,0.88,7.4
635,OC(=O)C(NC(=O)C(N)CC(C)C)Cc1ccccc1,-1.13,7.4
636,OC(=O)C(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1,-0.52,7.4
637,OC(=O)C1CCC(CC1)CN,-3.0,7.4
638,OC(=O)CC1(CCCCC1)CN,-2.0,7.4
639,OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O,-2.73,7.4
640,OC(=O)Cc1[nH]c(cc1)C(=O)c1ccccc1,-0.67,7.4
641,OC(=O)Cc1ccc(cc1)Cn1nccc1,-1.8,7.4
642,OC(=O)Cn1c2c(cc(cc2)C)c(-c2c3c(ncc2)c(ccc3)C)c1C,1.3,7.4
643,OC(=O)Cn1cc(c2c1cccc2)C(=O)c1ccccc1,-0.1,7.4
644,OC(=O)Cn1cc(cc1)C(=O)c1cc2c(cc1)cccc2,-0.23,7.4
645,OC(=O)Cn1cc(cc1)C(=O)c1ccc([N+](=O)[O-])cc1,-0.72,7.4
646,OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C,-0.19,7.4
647,OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C(C)(C)C,0.0,7.4
648,OC(=O)Cn1cc(cc1)C(=O)c1ccccc1,-0.85,7.4
649,OC(=O)Cn1cc(cc1C(=O)c1ccccc1)C(=O)c1ccccc1,-0.51,7.4
650,OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2,-0.4,7.4
651,OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1,-0.5,7.4
652,OC(=O)[C@H](C)c1cc(ccc1)C(=O)c1ccccc1,-0.11,7.4
653,OC(=O)[C@H](C)c1ccc(cc1)CC(C)C,1.44,7.4
654,OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,-0.29,7.4
655,OC(=O)[C@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1,-0.98,7.4
656,OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1,-0.27,7.4
657,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN,-3.4,7.4
658,OC(=O)c1cc(N)ccc1,-2.38,7.4
659,OC(=O)c1cc(ccc1)Cc1ncccn1,-1.98,7.4
660,OC(=O)c1cc(ccc1)Cn1c2c(nc1)cccc2,-0.72,7.4
661,OC(=O)c1cc(ccc1)Cn1ccnc1,-2.07,7.4
662,OC(=O)c1cc(ccc1)Cn1nccc1,-1.62,7.4
663,OC(=O)c1cc-2nc(c(c-2[nH]c1)C1CCCCC1)-c1ccccc1,2.5,7.4
664,OC(=O)c1cc2n(CC(=O)N(C)C)c(c(c2nc1)C1CCCCC1)-c1ccccc1,0.8,7.4
665,OC(=O)c1ccc(N)cc1,-1.77,7.4
666,OC(=O)c1ccc(cc1)Cc1ncccn1,-2.2,7.4
667,OC(=O)c1ccc(cc1)Cn1c2c(nc1)cccc2,-0.61,7.4
668,OC(=O)c1ccc(cc1)Cn1ccnc1,-2.1,7.4
669,OC(=O)c1ccc(cc1)Cn1nccc1,-1.65,7.4
670,OC(=O)c1ccccc1,-1.25,7.4
671,OC(=O)c1ccccc1N,-1.31,7.4
672,OC(=O)c1nc2n(CC(=O)N(C)C)c(c(c2cc1)C1CCCCC1)-c1ccccc1,1.1,7.4
673,OC(C)(C)C=1C=Cn2c(ncc2)C=1,0.6,7.4
674,OC(CN(C)c1nnc(Nn2c(ccc2C)C)cc1)C,1.73,7.4
675,OC(CN(CC(O)C)c1nnc(Nn2c(ccc2C)C)cc1)C,1.55,7.4
676,OC(CN(CCO)c1nnc(Nn2c(ccc2C)C)cc1)C,1.3,7.4
677,OC(CO)CO,-1.9,7.4
678,OC1(CCC2C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)CC12C)C(=O)CO,1.53,7.4
679,OC1=CC=CN(C)C1=O,-0.22,7.4
680,OC1=CC=CN(CC(=O)NC(C)C)C1=O,-0.34,7.4
681,OC1=CC=CN(CC(=O)NC)C1=O,-1.15,7.4
682,OC1=CC=CN(CC(=O)NCCC)C1=O,-0.24,7.4
683,OC1=CC=CN(CC(=O)NCCCC)C1=O,0.33,7.4
684,OC1=CC=CN(CC)C1=O,0.2,7.4
685,OC1=CC=CN(CCCC)C1=O,1.2,7.4
686,OC1CCN(CC1)c1nnc(Nn2c(ccc2C)C)cc1,1.7,7.4
687,OC=1C(=O)C=C(N(C)C=1C(O)C)C,-0.61,7.4
688,OC=1C(=O)C=C(N(C)C=1C(O)CC)C,-0.13,7.4
