ID	SMILES	logD7.4
A-logD7.4-764	O1C(=O)c2c(N=C1Nc1ccccc1)cccc2	3.5
A-logD7.4-765	O1C(=O)c2c(N=C1NC1CCCCC1)cccc2	3.5
A-logD7.4-766	O1CCN(CC1)c1nccc(c1)C(=O)Nc1cc(Nc2ncnc3c2cc(OCCN(C(C)C)C(C)C)c(OC)c3)c(cc1)C	3.5
A-logD7.4-767	O1C2(OOC13CCN(CC3)Cc1ccccc1)C1CC3CC2CC(C1)C3	3.5
A-logD7.4-768	O1CCN(CC1)CCCOc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC	3.5
A-logD7.4-769	Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1	2.47
A-logD7.4-770	O(NC(=O)Nc1cc2[nH]cc(c2cc1)-c1ccncc1)Cc1ccccc1	3.54
A-logD7.4-771	Ic1cc(cc(I)c1OCCCN(C)C)C(=O)c1c2c(oc1CCCC)cccc2	5.77
A-logD7.4-772	S(Cc1ccccc1)C=1OC(=O)c2c(N=1)cccc2	3.6
A-logD7.4-773	O(C)c1cc2c(cc(cc2)CC\C(=N\O)\C)cc1	3.6
A-logD7.4-775	S(CC)C=1OC(=O)c2c(N=1)cccc2C	3.6
A-logD7.4-777	n1-2c(ccc1)C(=Nc1c-2cccc1)c1ccccc1	3.6
A-logD7.4-778	O(C)c1ccccc1N1CCN(CC1)c1ccc(Nn2c(ccc2C)C)cc1	3.61
A-logD7.4-779	Ic1cc(cc(I)c1OCCN(C)C)C(=O)c1c2c(oc1CCCC)cccc2	5.39
A-logD7.4-780	Fc1cc(N(Cc2cc(OC)ccc2OC)C(=O)C)c(Oc2ccccc2)cc1	3.65
A-logD7.4-784	O1C(=O)c2c(N=C1N(C(C)C)C(C)C)cccc2	3.7
A-logD7.4-786	Fc1ccc(cc1C(F)(F)F)COC[C@@H]1N(C(=O)CNC1)c1ccc(OCCCOCc2ccccc2OC)cc1	3.7
A-logD7.4-787	O(C)c1cc2c(ncnc2Nc2ccc(NC(=O)c3ccccc3)cc2)cc1OC	3.7
A-logD7.4-79	OC=1C(=O)C=CN(CCNC(=O)C)C=1C	-1.15
A-logD7.4-790	Fc1cc(N(Cc2cc(OC)ccc2OCF)C(=O)C)c(Oc2ccccc2)cc1	3.7
A-logD7.4-791	O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cccc2C	3.7
A-logD7.4-792	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)N(CCCN(C)C)C)CC1CCCCC1)Cc1ccccc1	3.7
A-logD7.4-793	Clc1ccc2OCOc2c1Nc1ncnc2c1c(OC(C)C)cc(OCCN1CCOCC1)c2	3.7
A-logD7.4-794	Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCN(CC1)C)c1ccccc1	3.71
A-logD7.4-795	Clc1cc(Oc2ccccc2)c(N(Cc2ccccc2OC)C(=O)C)cc1	3.74
A-logD7.4-796	O(C)c1cc(c2c(nc(nc2)Nc2ccc(N3CCN(CC3)C(=O)C)cc2)c1C1CCCC1)C	3.77
A-logD7.4-798	O1C(=O)c2c(N=C1NCCCC)cccc2CC	3.8
A-logD7.4-799	O1C(=O)c2c(N=C1NC(C)C)c(C)c(cc2)C	3.8
A-logD7.4-80	OC(=O)C(NC(=O)C(N)CC(C)C)Cc1ccccc1	-1.13
A-logD7.4-800	O1C(=O)c2c(N=C1NCCCCCC)cccc2	3.8
A-logD7.4-801	Clc1cc(Oc2ccccc2)c(N(Cc2ccccc2OCC)C(=O)C)cc1	3.81
A-logD7.4-802	Fc1cc(N(Cc2cc(OC)ccc2OCCF)C(=O)C)c(Oc2ccccc2)cc1	3.81
A-logD7.4-803	O1c2cc(ccc2OC1)CCC1=Nc2c(-n3c1ccc3)cccc2	3.84
A-logD7.4-805	O1C(=Nc2c(cccc2)C1=O)\C=C\c1ccccc1	3.9
A-logD7.4-806	O1[C@H](/C(=C/[C@@H]2CC[C@@H](OC)[C@H](O)C2O)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC	3.9
A-logD7.4-808	O1C(=Nc2c(cccc2C)C1=O)C(C)(C)C	4
A-logD7.4-809	O1C(=O)c2c(N=C1N[C@@H](CC(C)C)C(OC)=O)cc(cc2C)C	4
A-logD7.4-81	Fc1c(C)c(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNCC3)cc12	-1.12
A-logD7.4-812	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCn1ccnc1)CC1CCCCC1)Cc1ccccc1	4
A-logD7.4-813	Clc1cc(Oc2ccccc2)c(N(Cc2ccccc2OC(C)C)C(=O)C)cc1	4.02
A-logD7.4-814	ICOc1ccc(OC)cc1CN(C(=O)C)c1cc(F)ccc1Oc1ccccc1	4.02
A-logD7.4-815	Ic1cc(N(Cc2cc(OC)ccc2OC)C(=O)C)c(Oc2ccccc2)cc1	4.03
A-logD7.4-816	n1-2c(ccc1)C(=Nc1c-2cccc1)CCCCC	4.04
A-logD7.4-818	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1)CCCC)c1ccccc1	4.09
A-logD7.4-820	n1-2c(ccc1)C(=Nc1c-2cccc1)C=1CCCCC=1	4.12
A-logD7.4-822	O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC	4.22
A-logD7.4-823	Ic1cc(cc(I)c1OCCN1CCCC1)C(=O)c1c2c(oc1CCCC)cccc2	6.03
A-logD7.4-825	O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C	4.25
A-logD7.4-826	Ic1cc(cc(I)c1OCCN1CCCCC1)C(=O)c1c2c(oc1CCCC)cccc2	6.16
A-logD7.4-827	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCN(C)C)CC1CCCCC1)Cc1ccccc1	4.3
A-logD7.4-829	O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.3
A-logD7.4-83	Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(F)cc2)cc1N1CC(NC(C1)C)C	-1.11
A-logD7.4-830	O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)\C=C\CCC	4.3
A-logD7.4-831	O1CCN(CC1)CCOC(=O)N[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.3
A-logD7.4-835	O(C)c1cc2N=C(c3n(-c2cc1)ccc3)CCCCC	4.38
A-logD7.4-836	O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C	4.38
A-logD7.4-837	Ic1ccc(OC)cc1CN(C(=O)C)c1cc(F)ccc1Oc1ccccc1	4.42
A-logD7.4-838	n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\CCC	4.44
A-logD7.4-839	O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.5
A-logD7.4-84	OC=1C(=O)C=CN(CCO)C=1C	-1.1
A-logD7.4-841	O(C)c1cc2N=C(c3n(-c2cc1)ccc3)\C=C\CCC	4.52
A-logD7.4-842	Ic1cc(cc(I)c1OCCN(C(C)C)C(C)C)C(=O)c1c2c(oc1CCCC)cccc2	6.66
A-logD7.4-844	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@H](NC(OCCN(C)C)=O)C(C)C)CC1CCCCC1)Cc1ccccc1	4.6
A-logD7.4-846	S(OCCOc1ccc(OC)cc1CN(C(=O)C)c1cc(F)ccc1Oc1ccccc1)(=O)(=O)c1ccc(cc1)C	4.65
A-logD7.4-848	[Si](C)(C)(C)c1nn(-c2ccc(cc2)C)c(NC(=O)Nc2c3c(cccc3)c(OCCN3CCOCC3)cc2)c1	4.7
A-logD7.4-849	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCC)CC1CCCCC1)Cc1ccccc1	4.7
A-logD7.4-85	O(CCC1N(CCCC1)C(=O)[C@H](NCC(O)=O)Cc1ccccc1)C1CCN(CC1)C(N)=N	-1.1
A-logD7.4-850	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)[C@@H](O)CC(C)C)CC1CCCCC1)Cc1ccccc1	4.8
A-logD7.4-853	n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\c1ccccc1	4.84
A-logD7.4-854	ClCCN(CCCl)c1ccc(cc1)CCCC(=O)NCCCC(=O)NCCCCCC[C@H]1[C@H]2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(cc(O)cc2)C1)C	4.85
A-logD7.4-86	OC=1C(=O)C=CN(CCCC(=O)NC)C=1C	-1.08
A-logD7.4-862	ClCCN(CCCl)c1ccc(cc1)CCCC(=O)NCCCCCC[C@H]1[C@H]2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(cc(O)cc2)C1)C	5.07
A-logD7.4-863	O1CCN(CC1)CCOc1c2c(cccc2)c(NC(=O)Nc2n(nc(c2)C(C)(C)C)-c2ccc(cc2)C)cc1	5.1
A-logD7.4-864	FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1Cc1ccccc1)Cc1cc(OC)c(OC)c(OC)c1)c1ccccc1	5.2
A-logD7.4-865	O(C)c1cc2N=C(c3n(-c2cc1)ccc3)\C=C\c1ccccc1	5.34
A-logD7.4-867	ClCCN(CCCl)c1ccc(cc1)CCCNC(OCCCCCC[C@H]1[C@H]2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(cc(O)cc2)C1)C)=O	5.61
A-logD7.4-88	Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(F)cc2C)cc1N1CC(NC(C1)C)C	-1.05
A-logD7.4-93	OC=1C(=O)C=CN(CCC(=O)N(C)C)C=1C	-1
A-logD7.4-97	S1(=O)(=O)NCCN1Cc1cc2c([nH]cc2CCN(C)C)cc1	-0.97
A-logD7.4-98	Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccccc2)cc1N1CCNCC1	-0.97
A-logD7.4-99	[nH]1cc(c2cc(ccc12)Cc1nnnn1C)CCN(C)C	-0.94
B-logD7.4-10	s1cc(S(=O)(=O)c2cc(CN(C)C)c(O)cc2)cc1S(=O)(=O)N	0.21
B-logD7.4-100	Clc1c(cc(Cl)cc1Cl)-c1cnc(nc1N)N1CCN(CC1)C	3.39
B-logD7.4-102	O(Cc1ccccc1)c1ccc(NC(Nc2ccc(cc2)C(C)(C)C)=N)cc1	3.46
B-logD7.4-103	O(CCCC)c1ccc(NC(Nc2ccc(OCCCC)cc2)=N)cc1	3.52
B-logD7.4-105	N(C(Nc1ccc(cc1)C(C)(C)C)=N)c1ccc(cc1)C(C)(C)C	3.65
B-logD7.4-106	N(C(Nc1ccc(cc1)C(CC)C)=N)c1ccc(cc1)C(CC)C	3.94
B-logD7.4-107	N(C(Nc1ccc(cc1)CCCC)=N)c1ccc(cc1)CCCC	4.1
B-logD7.4-109	N(C(Nc1ccc(cc1)CCCCCC)=N)c1ccc(cc1)CCCCCC	6.07
B-logD7.4-11	s1cc(S(=O)(=O)c2ccccc2CNCc2ncccc2)cc1S(=O)(=O)N	0.3
B-logD7.4-12	s1cc(cc1S(=O)(=O)N)C(=O)c1cc(CN(C)C)c(O)cc1	0.36
B-logD7.4-120	Oc1ccc(NC(=O)C)cc1	0.51
B-logD7.4-121	O=C(C)c1ccccc1	1.58
B-logD7.4-122	O=C1N=CN=C2NNC=C12	-0.44
B-logD7.4-123	Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1	2.1
B-logD7.4-125	Ic1cc(cc(I)c1OCCN(CC)CC)C(=O)c1c2c(oc1CCCC)cccc2	6.1
B-logD7.4-129	n1ccn(c1)C(c1ccc(cc1)-c1ccccc1)c1ccccc1	4.77
B-logD7.4-13	s1cc(S(=O)(=O)c2ccc(cc2)CNC(C)(C)C)cc1S(=O)(=O)N	0.72
B-logD7.4-131	O=C1N(C)C(=O)N(c2ncn(c12)C)C	-0.07
B-logD7.4-133	ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO	1.14
B-logD7.4-134	Clc1ccc(cc1)C(CCN(C)C)c1ncccc1	1.41
B-logD7.4-136	Clc1ccc(cc1S(=O)(=O)N)C1(O)NC(=O)c2c1cccc2	1.11
B-logD7.4-14	S(=O)(=O)(c1ccc(O)cc1)c1cc(S(=O)(=O)N)oc1	0.79
B-logD7.4-140	Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3	3.06
B-logD7.4-141	O(C(=O)[C@H]1CC2N(C(CC2)[C@H]1C(OC)=O)C)c1ccccc1	1.05
B-logD7.4-145	F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C	1.83
B-logD7.4-147	Oc1ccc(cc1)/C(=C(\CC)/c1ccc(O)cc1)/CC	5.07
B-logD7.4-149	O(C(c1ccccc1)c1ccccc1)CCN(C)C	1.34
B-logD7.4-15	s1cc(S(=O)(=O)c2cc(CN(CC)CC)c(O)cc2)cc1S(=O)(=O)N	0.81
B-logD7.4-151	Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C	4.01
B-logD7.4-152	O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC	2.91
B-logD7.4-155	Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC	2.18
B-logD7.4-156	Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1	2.98
B-logD7.4-157	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C	1.55
B-logD7.4-16	s1cc(S(=O)(=O)c2cc(ccc2)CNC(C)C)cc1S(=O)(=O)N	0.91
B-logD7.4-160	S1c2c(N(c3c1cccc3)C[C@@H](CN(C)C)C)cc(OC)cc2	2.77
B-logD7.4-161	O=C(Nc1c(cccc1C)C)CN(CC)CC	1.71
B-logD7.4-162	Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCN(CC1)C(OCC)=O	4.4
B-logD7.4-164	Clc1ccccc1C1=NC(O)C(=O)N(c2c1cc(Cl)cc2)C	2.72
B-logD7.4-167	OCCn1c(ncc1[N+](=O)[O-])C	-0.02
B-logD7.4-168	O(CC(N)C)c1c(cccc1C)C	0.47
B-logD7.4-169	c12c(cccc1)cccc2	3.37
B-logD7.4-17	s1cc(S(=O)(=O)c2ccc(cc2)CNCCCC)cc1S(=O)(=O)N	2.1
B-logD7.4-171	O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])C	3.17
B-logD7.4-174	s1cc(nc1CN(C)C)CSCCN\C(\NC)=C\[N+](=O)[O-]	-0.52
B-logD7.4-175	S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2	2.3
B-logD7.4-176	O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C	0.29
B-logD7.4-177	O=C1Nc2cccnc2N(c2c1cccc2)C(=O)CN1CCN(CC1)C	-0.61
B-logD7.4-179	O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C	1.53
B-logD7.4-18	s1cc(cc1S(=O)(=O)N)C(=O)c1cc(CN(CC)CC)c(O)cc1	2.3
B-logD7.4-181	O(CC(O)CNCCC)c1ccccc1C(=O)CCc1ccccc1	1.81
B-logD7.4-182	O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2	1.26
B-logD7.4-184	n1c2c(cccc2)ccc1	2.03
B-logD7.4-19	s1cc(cc1S(=O)(=O)N)C(=O)c1ccc(cc1)CN1CCN(CC1)C	2.3
B-logD7.4-191	O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C	3.29
B-logD7.4-192	O(C(=O)c1ccc(NCCCC)cc1)CCN(C)C	2.29
B-logD7.4-193	ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc(S(=O)(=O)C)cc1)CO	-0.27
B-logD7.4-194	S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(SC)cc2	3.34
B-logD7.4-195	S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1	-0.09
B-logD7.4-196	s1cc(nc1N=C(N)N)CSCCN\C(=N\C)\NC#N	0.57
B-logD7.4-197	S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(ccc1)C	5.4
B-logD7.4-199	n1c(N)c2nc(-c3ccccc3)c(nc2nc1N)N	1.21
B-logD7.4-200	Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C(Cl)Cl	0.43
B-logD7.4-201	S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(F)(F)F	3.61
B-logD7.4-202	O(C)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N	0.63
B-logD7.4-203	s1cc(nc1N=C(N)N)-c1[nH]c(nc1)C	0.74
B-logD7.4-206	Clc1cc(O)ccc1	2.5
B-logD7.4-207	S(C)c1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	0.09
B-logD7.4-209	Clc1cc2OCOc2cc1COC(=O)N1CCC2(N(CN(CC(O)=O)C2=O)c2ccccc2)CC1	0.7
B-logD7.4-21	s1cc(cc1S(=O)(=O)N)C(=O)c1cc(ccc1)CNCC(C)C	2.63
B-logD7.4-212	Clc1cc2OCOc2cc1CNCCCn1c2c(nc1O)cccc2	1.8
B-logD7.4-213	O1c2cc(ccc2OC1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1	2.2
B-logD7.4-214	O(C)c1cc(CC(=O)N2CCC(n3c4c(nc3O)cccc4)CC2)c([N+](=O)[O-])cc1OC	2.4
B-logD7.4-215	O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)CC3)c([N+](=O)[O-])cc2OC1	2.4
B-logD7.4-216	O=C1NCN(C12CCN(CC2)C(OCc1cccnc1)=O)c1ccccc1	2.5
B-logD7.4-217	Clc1cc(OC)ccc1CN1CCC(n2c3c(nc2O)cccc3)CC1	2.5
B-logD7.4-218	Clc1cc2OCOc2cc1CN1CCC(n2c3cc(ccc3nc2O)C)CC1	2.6
B-logD7.4-219	s1nc2cc(ccc2n1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1	2.6
B-logD7.4-220	O1c2cc(ccc2OC1)CNC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1	2.8
B-logD7.4-221	O(c1cc(ccc1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1)c1ccccc1	2.9
B-logD7.4-222	O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)=CC3)c([N+](=O)[O-])cc2OC1	2.9
B-logD7.4-223	Clc1cc2OCOc2cc1CN1CCC2(N(CN(CC(=O)NC)C2=O)c2ccccc2)CC1	2.9
B-logD7.4-224	Clc1cc2OCOc2cc1COC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1	2.9
B-logD7.4-225	O(C)c1cc(\C=C\C(=O)N2CCC(n3c4c(nc3O)cccc4)CC2)c([N+](=O)[O-])cc1OC	3
B-logD7.4-226	Clc1cc2OCOc2cc1CN1CCC2(N(CNC2=O)c2ccccc2)CC1	3
B-logD7.4-227	Clc1cc2OCOc2cc1CN1CCC(n2c3c(nc2O)cccc3)CC1	3
B-logD7.4-228	O(C)c1cc(\C=C\C(=O)N2CCC3(N(CNC3=O)c3ccccc3)CC2)c([N+](=O)[O-])cc1OC	3
B-logD7.4-229	Brc1cc2c([nH]cc2CC(=O)N2CCN(CC2)c2c3nonc3c([N+](=O)[O-])cc2)cc1	3
B-logD7.4-230	O1c2cc(COC(=O)N3CCC4(N(CNC4=O)c4ccccc4)CC3)c([N+](=O)[O-])cc2OC1	3.1
B-logD7.4-231	Clc1cc2OCOc2cc1COC(=O)N1CCC2(N(CN(CC(=O)NC)C2=O)c2ccccc2)CC1	3.1
B-logD7.4-232	O1c2cc(\C=C\C(=O)N3CCC4(N(CNC4=O)c4ccccc4)CC3)c([N+](=O)[O-])cc2OC1	3.1
B-logD7.4-233	Clc1cc2OCOc2cc1COC(=O)NCCn1c2c(nc1O)cccc2	3.2
B-logD7.4-234	s1nc2cc(ccc2n1)COC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1	3.4
B-logD7.4-235	Clc1cc(Cl)ccc1-c1[nH]nc(c1)C1CCN(CC1)C(=O)NCCn1c(ncc1[N+](=O)[O-])C	3.4
B-logD7.4-236	Clc1cc2OCOc2cc1COC(=O)N1CCC(n2c3cc(ccc3nc2O)C)CC1	3.4
B-logD7.4-237	O1c2cc(ccc2OC1)COC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1	3.7
B-logD7.4-243	Clc1cc2OCOc2cc1COC(=O)N1CCC(n2c3c(nc2O)cccc3)CC1	4.2
B-logD7.4-247	Clc1cc2nccc(NCCCN3CCN(CC3)CCCN[C@H]3NCc4c(C3)cccc4)c2cc1	1.68
B-logD7.4-254	s1c2c(nc1O)c(O)ccc2CCNCCCCCCOCCc1ccccc1	2.73
B-logD7.4-258	S1c2c(NC1=O)c(O)ccc2CCNCCCSCCOCCc1ccccc1	2.92
B-logD7.4-260	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1	1.37
B-logD7.4-262	s1c2c(nc1O)c(O)ccc2CCNCCOCCCOCCc1ccccc1	2.06
B-logD7.4-263	s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCOCCc1ccccc1	1.34
B-logD7.4-264	S1c2c(NC1=O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1	2.51
B-logD7.4-265	s1c2c(nc1O)c(O)ccc2CCNCCNCCCOCCc1ccccc1	0.88
B-logD7.4-266	s1c2c(nc1O)c(O)ccc2CCNCCC(F)(F)CCCOCCc1ccccc1	3.26
B-logD7.4-267	s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccccc1	2.86
B-logD7.4-268	s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCc1ccccc1	1.56
B-logD7.4-269	s1c2c(nc1O)c(O)ccc2CCNCC(CSCCOCCc1ccccc1N)(C)C	3.44
B-logD7.4-270	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1N	1.17
B-logD7.4-271	s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCCOCCc1ccccc1	1.55
B-logD7.4-272	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1[N+](=O)[O-]	1.37
B-logD7.4-273	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCNCCOc1ccccc1	0.9
B-logD7.4-276	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(F)cc1	2.67
B-logD7.4-277	s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCOCCCc1ccccc1	1.91
B-logD7.4-278	S1c2c(NC1=O)c(O)ccc2CCNCCCS(=O)(=O)CCCOCCc1ccccc1	1.5
B-logD7.4-279	s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccc([N+](=O)[O-])cc1	3.29
B-logD7.4-280	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc([N+](=O)[O-])cc1	2.32
B-logD7.4-281	s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ncccc1	1.75
B-logD7.4-282	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1c2c(ccc1)cccc2	2.54
B-logD7.4-283	s1c2c(nc1O)c(O)ccc2CCNCCN(C(=O)CCOCCc1ccccc1)C	1.52
B-logD7.4-285	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCOc1ccccc1	1.13
B-logD7.4-286	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ncccc1	0.95
B-logD7.4-287	Brc1ccc(cc1)CCOCCCS(=O)(=O)CCNCCc1c2sc(O)nc2c(O)cc1	3.36
B-logD7.4-288	s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccc(NS(=O)(=O)c2ccccc2)cc1	3.52
B-logD7.4-290	s1c2c(nc1O)c(O)ccc2CCNCCCSCCOCCCc1ccccc1	2.8
B-logD7.4-291	s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCCc1ccccc1	3.61
B-logD7.4-293	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCCc1ccccc1	2.1
B-logD7.4-295	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)c2ccccc2)cc1	2.88
B-logD7.4-296	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCCCc1ccccc1	3.62
B-logD7.4-297	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCCc1ccccc1	3.13
B-logD7.4-298	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(O)cc1	1.91
B-logD7.4-299	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCSCCc1ccccc1	2.34
B-logD7.4-300	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(cc1)C(=O)N	1.1
B-logD7.4-302	s1c2c(nc1O)c(O)ccc2CCNCCCNS(=O)(=O)CCOCCc1ccccc1	1.22
B-logD7.4-303	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCc1ccccc1	1.11
B-logD7.4-304	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccccc1	1.46
