logP,Temperature,smiles
3.4,,CC(=O)OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
3.95,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
0.43,,Cn1c(C(C)(C)O)cnc1[N+](=O)[O-]
4.77,,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
-2.16,,C=CC(N)CCC(=O)O
0.38,,Oc1ccc(O)n1-c1cccc(F)c1
0.29,,Oc1ccc(O)n1-c1ccc(F)cc1
1.1,,CCCNC(=O)c1ccco1
3.43,,O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1
0.92,,OCCCCc1cccnc1
0.9,,O=NN(CCCl)C(=O)NCCCCNC(=O)N(CCCl)N=O
0.3,,O=NN(CCCl)C(=O)NCCO
2.91,,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O
-1.57,,CC(=O)NC(C(C)=O)C(N)O
3.0,,CCCCc1ccc(CO)cc1
-0.28,,O=C(O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2
0.3,,COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C2SC1(C)C
-0.37,,CN(C)C(=O)n1cc(F)c(=O)[nH]c1=O
2.04,,Clc1cccc(C2NCCS2)c1
2.94,,CCCCC(C#N)(Cn1ccnc1)c1ccccc1
2.24,,CC(=O)OCC1CCC(NC(=O)N(CCCl)N=O)CC1
3.27,,CC(C)N1CCOC(c2cccc(Cl)c2)C1
-0.57,,CN1C(=O)CCC1(O)c1cccnc1
3.36,,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
-0.22,,Nc1ccc(CO)cc1
0.8,,O=C(c1ccccc1)n1c(=O)[nH]cc(F)c1=O
0.99,,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1CO
1.63,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2
5.5,,Clc1ccc(Oc2ccccc2Cl)cc1Cl
5.99,,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1
1.0,,CC(C)C(Cl)C(=O)NC(N)=O
1.35,,C=CCC1(CC)C(=O)NC(=O)N(C)C1=O
3.14,,CCC1(C(C)c2ccccc2)C(=O)NC(=O)N(C)C1=O
1.52,,COc1cc(CCN)cc(OC)c1OC(C)C
2.03,,COc1cc(CCN)cc(OC)c1Br
4.22,,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C
4.76,,COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
1.4,,CCC(Cl)(CC)C(=O)NC(N)=O
2.63,,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
4.02,,CC(C)(SC(=O)N1CCCCC1)c1ccccc1
0.86,,ON=Cc1cnns1
0.78,,Cc1nnc(C=NO)s1
1.29,,Cc1nsc(C=NO)n1
3.1,,Cc1nc(-c2ccccc2)c2ccccc2n1
0.5,,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
5.15,,CC(C)N1CCN=C1CN1CCCCSc2ccc(Cl)cc21
2.06,,Cc1c(N(C)C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C
1.01,,COc1c(N(C)C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C(C)=O
2.05,,COc1c(N(C)C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C
0.44,,CNc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(NC)c1
0.53,,CNc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(N(C)C(C)=O)c1C
0.96,,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO
1.56,,N=C(N)N=Nc1ccc(NNC(N)=O)cc1
2.38,,CCCCCOc1cc(N)ccc1C(=O)O
2.3,,CC(C)CCOc1cc(N)ccc1C(=O)O
1.6,,CN(C)c1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(N(C)C)c1
1.56,,CNc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(N(C)C)c1OC
9.96,,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
2.39,,COc1c(OC)c(OC(C)=O)c2ccccc2c1OC(C)=O
2.17,,COc1cc(SC)c(OC)cc1CC(C)N
1.81,,COc1cc(SC)c(OC)cc1CCN
1.95,,CN(C)c1cncc(Cl)n1
2.59,,CN(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1
5.6,,CCCCCOC(=O)C(C(=O)OCCCCC)=C1SCCS1
7.25,,Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl
3.43,,Cc1ccc(S(=O)(=O)CC(=O)c2ccc(Cl)cc2)cc1
3.3,,Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1
2.22,,NCCc1nc(-c2ccccc2)cs1
1.42,,Fc1cccc(C2CNCCO2)c1
1.52,,Cc1cccc(C2CNCCO2)c1
0.38,,CSc1nncc(=O)n1N
2.0,,CC(C)(O)C(=O)Nc1ccc(Cl)cc1
1.61,,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1
1.61,,CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-]
1.75,,Clc1cccc2nccnc12
-2.47,,Cl[Sn]Cl
0.86,,NCCCCc1ccncc1
-1.66,,CCCOC1OC(CO)C(O)C(O)C1O
1.83,,Cc1ccccc1OCC(=O)NNC(C)C
1.11,,COc1ccccc1OCC(=O)NNC(C)C
1.33,,COc1cccc(OCC(=O)NNC(C)C)c1
4.05,,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
0.55,,Cc1ccc2c(=O)[nH]c(=O)[nH]c2c1
0.55,,Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1
0.63,,CCOc1cccnn1
0.34,,CC(CS)C(=O)N1CCCC1C(=O)O
-0.59,,Cc1ncc([N+](=O)[O-])n1CC(O)CO
2.09,,NC1CC2CC1c1ccccc12
2.41,,CNC1CC2CC1c1ccccc12
3.06,,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
0.69,,Cc1ccc(NC(=O)NN)cc1
-0.15,,COc1ccccc1NC(=O)NN
0.17,,COc1ccc(NC(=O)NN)cc1
1.96,,Cc1cccc(CN(C)N=O)c1
2.14,,Cc1ccc(CN(C)N=O)cc1
2.4,,N#CN=[N+]([O-])c1cccc(Cl)c1
2.56,,N#CN=[N+]([O-])c1cccc(Br)c1
2.5,,N#CN=[N+]([O-])c1ccc(Br)cc1
1.45,,N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1
2.24,,COc1cccc([N+]([O-])=NC#N)c1
2.15,,COc1ccc([N+]([O-])=NC#N)cc1
2.3,,CN(C)c1ccc([N+]([O-])=NC#N)cc1
3.28,,CN(C)C(=O)SCCCCOc1ccccc1
-0.74,,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O
5.45,,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
1.8,,O=CNc1cccc2cccnc12
0.85,,Cn1c([N+](=O)[O-])cnc1C=Cc1cc[nH]c(=N)n1
3.8,,CCCCCOC(=O)Nc1ccccc1
0.23,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCO2
1.1,,CN(C)CCNC(=O)c1ccccc1
3.72,,COc1ccc(C(OC(C)=O)C(Cl)(Cl)Cl)cc1
3.18,,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl
1.38,,COc1cc(OC)c(NC2=NCCN2)cc1Cl
1.64,,COc1cc(C)ccc1NC1=NCCN1
1.75,,Brc1ccc(NC2=NCCN2)cc1
3.04,,CC(C)c1cccc(C(C)C)c1NC1=NCCN1
-1.18,,CCCSC1OC(CO)C(O)C(O)C1O
-0.54,,CCCCSC1OC(CO)C(O)C(O)C1O
-0.47,,OCC1OC(SCc2ccccc2)C(O)C(O)C1O
-0.1,,OCC1OC(SCCc2ccccc2)C(O)C(O)C1O
3.4,,CC(CC(=O)c1ccc(-c2ccccc2)cc1)C(=O)O
1.7,,CC(C)(C)NCC(O)COCc1ccccc1
0.5,,CC(C)(C)NC(O)=NO
5.92,,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
3.17,,O=C1C=NC(c2ccccc2Br)c2cc(Cl)ccc2N1
0.19,,Cn1cc([N+](=O)[O-])nc1Cl
5.88,,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1
6.41,,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
2.81,,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
3.26,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
-2.09,,OCC1OC(n2cnc3c2N=CNCC3O)CC1O
3.0,,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1
1.59,,CCc1cc(=O)n2c(C)cccc2n1
3.69,,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1
4.35,,CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1
1.82,,CN(C)c1ncnc2sccc12
2.31,,CCC(C)n1nnc2ccccc21
2.79,,CCCC(N)Cc1ccccc1
2.9,,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
2.1,,CC(C)C1OC(=O)c2ccccc21
1.9,,CCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
2.8,,CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC(C)(C)C
1.4,,COC(=O)N(C)SN(C)C(=O)ON=C(C)SC
1.44,,CCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
3.9,,CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
3.7,,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
1.61,,CN(C)c1nc(N(C)C)nc(N(C)O)n1
3.9,,CCN(C)c1nc(N(C)CC)nc(N(C)CC)n1
0.4,,CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1
0.45,,Cn1cccc1C(N)=O
3.81,,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C
0.32,,N#CSO
6.0,,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
4.73,,CC1CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
2.99,,CCC(=O)OC1(C(=O)CO)C(C)CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC21C
5.49,,CC(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C
3.37,,Cc1cc(CC(=O)O)ccc1OCc1ccccc1
-2.84,,CC(=O)NC(CCCN=C(N)N)C(N)=O
0.12,,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21
0.71,,CCOC(=O)c1cnc2n(c1=O)CC(C)CC2
-0.26,,COc1cccc([N+](=O)[O-])c1C(N)=O
2.49,,Cc1cccc([N+]([O-])=NC#N)c1
2.02,,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
0.89,,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1
6.34,,Clc1cc(Cl)c2c(c1)oc1cc(Cl)cc(Cl)c12
4.91,,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1
3.37,,CCCc1cc(OC)c(CC(C)N)cc1OC
4.0,,CCCCc1cc(OC)c(CC(C)N)cc1OC
4.43,,CCCCCc1cc(OC)c(CC(C)N)cc1OC
0.69,,NC(=O)COC(=O)c1ccccc1
1.28,,CCNC(=O)COC(=O)c1ccccc1
2.06,,CCN(CC)C(=O)COC(=O)c1ccccc1
1.85,,CNC(=O)c1cc2ccccc2o1
0.58,,COc1cc(C=O)ccc1OCCO
2.34,,CCOC(=O)Cc1nc(O)c(N2CCCCC2)s1
3.55,,Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N
2.5,,Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1
1.12,,O=C1C=CC(=NBr)C=C1
3.9,,O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)F
2.32,,CCCCOc1c(OC)cc(CCN)cc1OC
2.44,,COc1cc(CC(C)N)cc(OC)c1Br
3.78,,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O
4.0,,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O
3.28,,CC(=O)Nc1cc(C)c(Br)c(C)c1
-0.08,,CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21
1.78,,C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O
2.0,,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2Cl)nc(C)[nH]1
-0.58,,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21
1.5,,CC(C)(C)NCC(O)COc1ccccc1
1.98,,CCN(CC)CCNC(=O)c1ccccc1OC
1.94,,CCN(CC)CCNC(=O)c1cc(C#N)c(N)cc1OC
3.2,,N=c1nc(-c2cccc(SC(F)(F)F)c2)[nH]c(=N)[nH]1
2.16,,CSc1cccc(-c2nc(=N)[nH]c(=N)[nH]2)c1
0.29,,CS(=O)(=O)c1cccc(-c2nc(=N)[nH]c(=N)[nH]2)c1
2.27,,N=c1nc(-c2cc(C(F)(F)F)ccc2Cl)[nH]c(=N)[nH]1
1.53,,COc1ccc(Br)cc1-c1nc(=N)[nH]c(=N)[nH]1
5.66,,Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1
6.14,,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1
7.84,,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
1.81,,O=C(NC12CC3CC(CC(C3)C1)C2)NP(=O)(N1CC1)N1CC1
0.43,,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C
0.6,,CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(N)=O
0.56,,CNC(=O)c1nonc1C
0.17,,CC(=O)N=c1[nH]onc1C
1.74,,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC12)c1csc(=N)[nH]1
2.62,,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1
3.3,,O=C1C=NC(c2ccccc2Br)c2cc(Br)ccc2N1
3.88,,O=C1C=NC(c2cccc(Br)c2)c2cc(Br)ccc2N1
4.04,,O=C1C=NC(c2ccc(Br)cc2)c2cc(Br)ccc2N1
3.63,,O=C1C=NC(c2cccc(Cl)c2)c2cc(Br)ccc2N1
3.78,,O=C1C=NC(c2ccc(Cl)cc2)c2cc(Br)ccc2N1
2.57,,CN(C)C(=O)c1cccc(Oc2ccccc2)c1
4.35,,Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)C)c2)c1
4.78,,Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)(C)C)c2)c1
3.76,,CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1
4.35,,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
0.2,,CC(C)c1n[nH]c(=N)o1
1.54,,O=[N+]([O-])c1ccc(OCCN2CCOCC2)cc1
2.82,,CCC1(C2=CCCCCC2)C(=O)NC(=O)N(C)C1=O
2.78,,CCCOc1ccccc1NC(=O)OCCN1CCOCC1
3.25,,CCCCOc1ccccc1NC(=O)OCCN1CCOCC1
3.7,,CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1
4.24,,CCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1
4.51,,CCCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1
3.04,,CCCOc1cccc(NC(=O)OCCN2CCOCC2)c1
3.62,,CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1
4.13,,CCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1
4.73,,CCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1
5.28,,CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1
2.78,,CCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
3.35,,CCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
4.51,,CCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
4.96,,CCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
4.8,,CCCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
0.32,,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O
3.96,,CCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1
1.53,,CC1CC(C)CN(N=O)C1
3.52,,CCc1ccc(NC(=O)CN2CCCCC2)cc1
1.77,,COC(=O)Nc1cccc(C#N)c1
2.99,,CC1(C)OC2CC3C4CC(F)=C5CC(=O)C(Cl)=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
4.1,,COc1ccc(-c2ssc(=S)c2C)cc1
6.61,,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
0.9,,Cc1no[n+]([O-])c1Cl
4.85,,CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C(=O)O)cc1
4.03,,CN(Cc1ccc([N+](=O)[O-])cc1)N=Nc1ccc(C(=O)O)cc1
3.6,,CN(Cc1ccc(C#N)cc1)N=Nc1ccc(C(=O)O)cc1
4.75,,Cc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1
4.43,,COc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1
3.35,,CC(=O)Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1
3.82,,CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1
2.85,,CCCCNc1ccccc1OC
3.17,,CCOc1cccc(NC(=O)CN2CCCCC2)c1
4.04,,CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1
1.64,,OCCCCCC(F)(F)F
6.05,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
6.06,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-0.14,,O=c1ccnc2n1CCCC2
1.99,,CCN(CC)C(=O)COC(=O)c1ccccc1O
2.01,,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)c(OC)n1
-2.17,,N=c1ncn(C2OC(CO)C(O)C2O)c(=O)[nH]1
0.71,,O=[N+]([O-])c1c[nH]c(Br)n1
3.0,,COC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
3.5,,CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
4.7,,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
-0.07,,COC(=O)N(C)SN(C)C(=O)ON=C(SC)C(=O)N(C)C
2.8,,Cc1cc(Br)cc(C)c1NC1=NCCN1
1.6,,COc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
1.73,,Clc1cccc(Br)c1NC1=NCCN1
2.1,,O=[N+]([O-])c1cc(Cl)c(NC2=NCCN2)c(Cl)c1
2.7,,CCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C
0.04,,CCOCC(O)Cn1ccnc1[N+](=O)[O-]
-0.2,,C=CCON=C(CCC)C1=C(O[Na])CC(C)(C)C(C(=O)OC)C1=O
4.82,,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1
1.0,,NC(=O)c1c(Cl)cccc1Br
0.49,,NC(=O)c1c(F)cccc1Cl
0.46,,Cc1nnc(-c2ccccn2)o1
3.05,,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
-2.47,,CC(=O)N(CCO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
-3.05,,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
1.38,,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC
-0.05,,N=c1[nH]cnc2[nH]cnc12
6.22,,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
5.05,,CCCCCCCCCCCC(=O)N1CCCC1=O
0.58,,O=C(O[Na])c1cccc([N+](=O)[O-])c1-c1cccc(C(F)(F)F)c1
2.29,,O=C(O[Na])c1ccc(Cl)cc1Nc1cccc(C(F)(F)F)c1
1.57,,COC(=O)NC1=NCC(c2ccccc2)N1C
1.53,,COC(=O)NC1=NCC(c2ccccc2F)N1C
2.08,,COC(=O)NC1=NCC(c2ccccc2Cl)N1C
2.17,,COC(=O)NC1=NCC(c2ccc(Cl)cc2)N1C
2.57,,CCOC(=O)NC1=NCC(c2cccc(C)c2C)N1C
0.35,,[N-]=[N+]=NC1CC(n2cnc3c(=N)[nH]cnc32)OC1CO
-0.33,,[N-]=[N+]=NC1CC(n2cnc3c(=O)[nH]c(=N)[nH]c32)OC1CO
3.7,,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
0.0,,NC(=O)c1ccc(Cl)nn1
0.27,,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
4.2,,CCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
4.2,,CCCCOC(=O)N(CCCC)SN(C)C(=O)ON=C(C)SC
2.5,,CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC
2.95,,CCC(C)n1nc2ccccc2n1
-0.85,,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
1.95,,O=CN=CCc1ccccc1
1.32,,CC(=O)Oc1ccc(CC=NC=O)cc1
4.17,,CC(C)NCC(O)COc1ccccc1C1CC2CCC1C2
1.7,,CSC(C)=NOC(=O)N(C)SN(C)C(=O)C1CC1
2.61,,c1ccc2c(c1)nnn2C1CCCC1
3.63,,c1ccc2nn(C3CCCCC3)nc2c1
1.62,,N#Cc1ccc(CC=NC=O)cc1
1.25,,CN(C)N=Nc1ccc(NC(N)=O)cc1
4.7,,CCCCCCCCN(C)N=Nc1ccc(C(N)=O)cc1
3.04,,c1ccc2nn(C3CCCC3)nc2c1
3.11,,c1ccc2c(c1)nnn2C1CCCCC1
0.47,,CCCC(=O)OCn1cc(F)c(=O)[nH]c1=O
2.9,,Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O
2.82,,O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O
1.47,,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
0.62,,Cc1cccc(C)c1NC(=O)CCN
4.25,,N#CC(C#N)=NNc1ccc(N=Nc2ccccc2)cc1
1.87,,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
5.74,,Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1
1.17,,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O
2.72,,Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1
3.5,,CN(C)N=Nc1ccccc1I
1.73,,CN(C)N=Nc1ccccc1CO
2.09,,C=CCN(C)N=Nc1ccc(C(N)=O)cc1
1.19,,CON(C)N=Nc1ccc(C(N)=O)cc1
0.44,,COc1ccc(C(N)=O)cc1N=NN(C)C
2.18,,CN(C)N=Nc1cc(C#N)cc(C#N)c1
1.83,,CNC(=O)c1ccccc1N=NN(C)C
1.79,,CN(C)N=Nc1ccccc1C(=O)NCC#N
1.18,,CC(=O)NNC(=O)c1ccccc1N=NN(C)C
0.8,,CN(C)N=Nc1ccccc1C(=O)NC#N
3.23,,CC(=O)N(C)N=Nc1ccc(C)cc1
1.28,,CN(C)N=Nc1ccccc1C(=O)NN
0.33,,C#CCN(C)N=Nc1[nH]cnc1C(N)=O
1.56,,CCN(CC)CCCNC(=O)c1ccccc1
0.64,,O=C(Oc1ccccc1)n1cc(F)c(=O)[nH]c1=O
1.18,,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O
2.04,,CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O
1.76,,COCc1ccc(C(=O)O)cc1
5.28,,Cc1cccc(C)c1N(CCCN1CCCCC1)C(=O)Cc1ccccc1
2.72,,CC1=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O
6.9,,Clc1ccc2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2
6.3,,Clc1cccc2c1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
2.23,,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
1.05,,N#CC=Cc1ccc([N+](=O)[O-])o1
2.13,,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
2.39,,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
2.95,,CCCC(C)n1nnc2ccccc21
3.36,,CCCCC(N)Cc1ccccc1
2.91,,CC(C)(C)C(N)Cc1ccccc1
3.29,,CC(C)CC(N)Cc1ccccc1
2.45,,O=[N+]([O-])c1ccc(C=CBr)o1
6.94,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
0.72,,CCOP(N)(=O)ON=C(C#N)c1ccccc1
3.29,,CCOP(=O)(ON=C(C#N)c1ccccc1)N(C)C
2.5,,CCOP(=O)(NC)ON=C(C#N)c1ccc(Cl)cc1
1.76,,CCNP(=O)(OCC)ON=C(C#N)c1ccc([N+](=O)[O-])cc1
2.39,,CCNP(=O)(OCC)ON=C(C#N)c1ccc(OC)cc1
1.74,,COc1cc([N+](=O)[O-])c(OC)cc1CC(C)N
6.59,,Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)cc3c2c1
2.31,,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1
6.79,,Clc1ccc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1
2.63,,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1
7.92,,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl
4.93,,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1
6.1,,Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br
4.1,,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
0.52,,CC(=O)OCC1OC(n2ccnc2[N+](=O)[O-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
0.73,,CC1CN(N=O)CC(C)N1
1.17,,CCc1ccccc1C(N)=O
3.35,,ClC1CC2CCC1C2
2.29,,CCCOc1cncc(C)n1
