smiles,logP
CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)CC(C)(C)N1,-0.8
COC(=O)C(C#N)=Cc1ccc(Cl)o1,2.4
CCCCCCCCCCCCCc1ccccc1O,8.61
CC(=NNC(=S)NNC(=S)N(C)C)c1ccccn1,1.25
CCOC(=O)CC(CO)C(CC)c1cncn1C,0.73
CCCCCCOC(=O)C(CC)C(CO)Cc1cncn1C,2.71
CCc1cccc(C)c1NC(C)=O,1.41
Cc1ccc(S(N)(=O)=O)c(NC(=O)C(C)C)c1,1.45
CC(C)C(=O)Nc1cc(C(F)(F)F)ccc1S(N)(=O)=O,2.45
COc1ccc(S(N)(=O)=O)c(NC(=O)C(C)C)c1,1.37
CCC(CC)C(=O)Nc1cc(C)ccc1S(N)(=O)=O,2.13
CCC(CC)C(=O)Nc1cc(C(F)(F)F)ccc1S(N)(=O)=O,3.06
CCC(CC)C(=O)Nc1cc(OC)ccc1S(N)(=O)=O,2.01
CCC(CC)C(=O)Nc1cc(Cl)ccc1S(N)(=O)=O,2.55
CC(=NN=C(N)Nc1ccccc1)c1ccccc1,2.18
CCCC(CCC)=NN=C(N)Nc1ccccc1,2.33
CCCCC(C)=NN=C(N)Nc1ccccc1,2.05
N=C(N)NN=C(c1ccccc1)c1cccs1,1.96
CCCC(CCC)=NN=C(N)N,1.73
N=C(N)NN=Cc1cccs1,0.98
COC(=O)C1(S(=O)(=O)c2ccccc2)CC1,1.43
C=CCNC(=O)CN(CC=C)C(=O)C(Cl)Cl,1.0
CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.09
CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.06
CCC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.28
CC(C)(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.61
COC(=O)C(=Cc1ccc(C)o1)[N+](=O)[O-],2.44
O=C(Nc1ccccc1)c1c(O)[nH]c(=S)[nH]c1=O,0.14
Cc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.49
CCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.07
CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.74
CCCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-0.05
O=C(O)c1ccc(Cl)cc1Nc1cccc(Br)c1,5.16
CCOc1nc(=NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[nH]c(=NC)[nH]1,1.59
CCC(C)NC(=O)C=C(Br)c1ccccc1,3.56
CCC(C)NC(=O)C=C(Br)c1ccccc1,2.66
CCC(C)NC(=O)C=C(Cl)c1ccccc1,3.52
CCC(C)NC(=O)C(Cl)=Cc1ccccc1,2.75
CCC(C)NC(=O)C(F)=Cc1ccccc1,3.1
CCC(C)NC(=O)C=Cc1ccccc1,2.85
CCC(C)NC(=O)C(C)=Cc1ccccc1,2.88
CCC(C)NC(=O)C=C(SC)c1ccccc1,3.03
CCC(C)NC(=O)C(=Cc1ccccc1)OC,2.86
CCC(C)=NC(=O)C(Cc1ccccc1)NC(C)=O,1.76
CCOC(=Cc1ccccc1)C(=O)NC(C)CC,3.2
CCSC(=Cc1ccccc1)C(=O)NC(C)CC,3.4
CCCCC(=Cc1ccccc1)C(=O)NC(C)CC,4.07
CCC(C)NC(=O)C(=Cc1ccccc1)Sc1ccccc1,4.36
CCC(C)=NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,2.47
CC=C(CC(=O)NC(C)CC)c1ccc(Cl)cc1,4.38
CCC=C(CC(=O)NC(C)CC)c1ccc(Cl)cc1,4.87
CCC(C)NC(=O)C=C(c1ccc(Cl)cc1)C(C)C,4.03
CCC(C)NC(=O)C=C(c1ccccc1)c1ccc(Cl)cc1,4.46
CCC(C)NC(=O)C=C(Cl)c1ccc(Cl)cc1,3.61
CCC(C)NC(=O)C=C(Br)c1ccc(Cl)cc1,3.9
CCC(C)NC(=O)CC(=N)c1ccc(Cl)cc1,2.94
CCOCCOC(=O)C(C#N)C(CC)=NCc1ccc([N+](=O)[O-])cc1,2.64
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,4.75
Cc1cnc(C#N)cn1,0.26
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)cc21,0.34
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-0.3
N=c1nc(-c2cc[nH]c(=NCCCc3ccccc3)c2)[nH][nH]1,3.05
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.89
CCOc1ccnnc1,0.2
CC(Cc1ccccc1)OC(=O)N(C)C,2.6
CN(C)C(=O)OCCc1c[nH]c2ccccc12,2.54
CCN(CC)C(=O)OCCc1c[nH]c2ccccc12,3.3
NC(=O)OCCCc1cccnc1,0.46
CN(C)C(=O)OCCCc1cccnc1,1.44
CCN(CC)C(=O)OCCCc1ccccn1,2.36
CCC(CC)COC(=O)N(C)C,2.87
CCC(CC)COC(=O)N(CC)CC,3.6
CN(C)C(=O)OCCc1ccccc1,2.4
CCN(CC)C(=O)OCCc1ccccc1,3.2
NC(C(=O)OCn1ncc2c(=O)[nH]cnc21)c1ccccc1,-0.15
NC(Cc1ccccc1)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.4
CC(C)CC(N)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.19
CCN(CC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,0.2
CCCN(CCC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,1.27
CCN(CC)C(C)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.72
CCN(CC)CCCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,8.05
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,3.03
O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1,2.62
CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71
CC(=O)c1c(C)no[n+]1[O-],0.98
CC(=O)c1no[n+]([O-])c1C,0.8
CCCN(C(C)=O)C(C)C,1.48
CCNC(=O)c1cccs1,1.18
CC1COc2ccccc2N1C(=O)C(Cl)Cl,2.7
COc1cccc(CN(C)N=O)c1,1.6
CN(Cc1cccc(Cl)c1)N=O,1.46
CN(Cc1cccc(Br)c1)N=O,1.65
CN(Cc1cccc(C(F)(F)F)c1)N=O,1.99
CN(Cc1ccc(Br)cc1)N=O,1.57
COC(=O)c1ccc(CN(C)N=O)cc1,1.21
CN(Cc1cccc([N+](=O)[O-])c1)N=O,1.17
CC(C)(C)C(=O)OCn1cc2c(=O)[nH]cnc2n1,0.79
CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O,2.5
CC(C)(C)C(=O)OCn1cc2c(=O)n(COC(=O)C(C)(C)C)cnc2n1,2.34
CC(C)(C)C(=O)OCn1ncc2c(=O)[nH]cnc21,1.07
CCCC(=O)OCn1cnc2c(cnn2COC(=O)CCC)c1=O,1.82
CCCC(=O)OCn1cc2c(=O)n(COC(=O)CCC)cnc2n1,1.6
CCCC(=O)OCn1ncc2c(=O)[nH]cnc21,0.6
CCCC(=O)OCn1cc2c(=O)[nH]cnc2n1,0.33
CCOC(=O)OCn1ncc2c(=O)[nH]cnc21,0.21
CCN(CC)C(=O)CCC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.22
CC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.35
O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccccc1,1.5
O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccnc1,0.27
CCOP(=O)(SC(C)CC)N1CCSC1=O,1.68
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)C(C)C,-0.2
Cc1[nH]cnc1CSCCNc1[nH]ccc(=O)c1[N+](=O)[O-],-0.2
CNc1c(NCCSCc2[nH]cnc2C)c(=O)c1=O,-0.08
CC(CC(N)=O)n1nnc2ccccc21,0.75
[O-][N+](=Cc1c(Cl)cccc1Cl)c1ccccc1,2.16
CC(C)c1ccc(C=[N+]([O-])c2ccccc2)cc1,3.37
CCCC1(CCC)C(=O)NC(=S)NC1=O,2.66
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,1.56
CCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.11
CCCCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,0.59
CCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.45
CCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,0.1
CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,0.75
CC(C)c1cccc2c(Cc3ccccc3)cc(S(=O)(=O)O[Na])c-2c1,0.21
COc1ccccc2c(S(=O)(=O)O[Na])cc(C)c1-2,-1.29
CCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.98
CCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.63
CCCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.31
CCCCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.05
COc1ccc(C(C)C)cc2c(S(=O)(=O)O[Na])cc(C)c1-2,-0.78
CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,-0.37
CCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,-0.01
CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,0.2
CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,2.88
COc1ccc(C(=O)CC(C)CC(=O)O)cc1Cl,2.6
CCCSC(=NO)C(=O)c1ccc(Br)cc1,3.38
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,5.03
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21,-0.57
CC(C)(C)c1noc(C=NO)n1,2.15
CC(=O)Oc1ccc(N(C)C(=O)C(Cl)Cl)cc1,1.56
CC(O)COC(=O)C(N)Cc1ccc(O)c(O)c1,-0.49
COCC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,0.08
NC(Cc1ccc(O)c(O)c1)C(=O)OC1CCCCC1,1.79
NC(Cc1ccc(O)c(O)c1)C(=O)OCC1CCCCO1,0.47
NC(Cc1ccc(O)c(O)c1)C(=O)OCCc1ccccc1,1.76
NC(Cc1ccc(O)c(O)c1)C(=O)OCCc1ccc(Cl)cc1,2.33
COc1ccc(CCOC(=O)C(N)Cc2ccc(O)c(O)c2)cc1,1.69
NC(Cc1ccc(O)c(O)c1)C(=O)OCCOc1ccccc1,1.51
CCCNC(=O)c1cc2ccccc2[nH]1,2.8
OC1(c2ccc(Cl)cc2)CCCCCC1n1cncn1,3.54
OC1(c2ccccc2Cl)CCCCC1n1cncn1,2.68
OC1(c2cc(Cl)ccc2Cl)CCCCC1n1cncn1,3.24
CCCCCCC(=O)N1CCCC1=O,3.04
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1,2.52
COc1ccccc1N1CCN(CCNC(=O)C2CCCCC2)CC1,2.8
O=C(C=Cc1ccc(O)c(O)c1)NCc1ccccc1,2.48
CCCCCCNC(=O)C=Cc1ccc(O)c(O)c1,3.37
CCCC=CCc1ccc(O)c(O)c1,3.82
O=C(O)Cc1ccccc1Nc1c(F)cccc1Cl,3.8
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,-0.02
O=P(NN=Cc1ccc(Cl)cc1)(N1CC1)N1CC1,0.13
O=P(NN=Cc1ccccc1)(N1CC1)N1CC1,0.48
COc1ccc(C=NNP(=O)(N2CC2)N2CC2)cc1,0.42
O=[N+]([O-])c1ccc(C=NNP(=O)(N2CC2)N2CC2)cc1,0.45
CN(N=Cc1ccccc1)P(=O)(N1CC1)N1CC1,0.51
CN(N=Cc1ccc(F)cc1)P(=O)(N1CC1)N1CC1,0.48
CN(N=Cc1ccc(Br)cc1)P(=O)(N1CC1)N1CC1,0.31
COc1ccc(C=NN(C)P(=O)(N2CC2)N2CC2)cc1,0.47
CN(N=Cc1ccc([N+](=O)[O-])cc1)P(=O)(N1CC1)N1CC1,0.51
O=P(N1CC1)(N1CC1)N(N=Cc1ccccc1)c1ccccc1,0.56
O=P(N1CC1)(N1CC1)N(N=Cc1ccc(F)cc1)c1ccccc1,0.56
COc1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.57
O=[N+]([O-])c1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.57
O=[N+]([O-])c1ccc(N(N=Cc2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.57
CC(C)=NNP(=O)(N1CC1)N1CC1,0.45
CC(C)=NN(C)P(=O)(N1CC1)N1CC1,0.51
CC(C)=NN(c1ccccc1)P(=O)(N1CC1)N1CC1,0.57
O=P(N1CC1)(N1CC1)N(N=Cc1ccc(Cl)cc1)c1ccccc1,0.35
O=P(NN=Cc1ccc(F)cc1)(N1CC1)N1CC1,0.45
CC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.67
N#Cc1ccc(C=CC(=O)C(F)(F)F)cc1,2.42
N#Cc1cccc(C=CC(=O)C(F)(F)F)c1,2.45
CC(O)CC(F)(F)F,0.71
O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.72
O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,1.04
O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,1.5
O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.35
Cc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O,0.16
COc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O,0.18
O=C(O)CCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.3
O=C(O)CCCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.83
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.83
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,1.22
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,1.8
O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)ccc2N1,1.02
O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.51
Cc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,0.33
COc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,0.12
O=C(O)CCCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.24
Cc1cccc(Cl)c1C(N)=O,0.89
Cc1cc(OCCN(C)C)c(C(C)C)cc1OC1CCCCC1=O,3.63
Cc1cc(OCCNCc2cc(O)c3ccccc3c2O)c(C(C)C)cc1O,4.25
CC(=O)Oc1ccc(OCCN(C)C)cc1C,1.64
CN=C(NC)N[N+](=O)[O-],-0.7
CCOCCOCCOP(=O)(N1CC1)N1CC1,0.1
CCOCCOCCOP(=S)(N1CC1)N1CC1,0.38
N#CC(C#N)=NNc1ccccc1Br,3.11
N#CC(C#N)=NNc1ccccc1C(F)(F)F,4.2
Cc1ccc(C)c(NN=C(C#N)C#N)c1,3.08
C=CC(=O)NCCCN(CCO)CCO,-0.6
N#Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.63
CCN(CC)C(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.44
C=CCN1CCc2[nH]c(=N)sc2CC1,1.48
O=C(O)CCCCOc1cccc2ccccc12,4.0
O=C(O)CCCCCOc1cccc2ccccc12,4.5
O=C1CCC(c2ccc[n+]([O-])c2)N1,-1.01
NC(=O)c1ccccc1NCC(O)CO,-0.8
CC(O)CNc1ccccc1C(N)=O,0.62
CCCCOCCNc1ccccc1C(N)=O,2.27
CCCCOCCNc1ccc(Cl)cc1C(N)=O,2.99
Cc1ccccc1OCCNc1ccccc1C(N)=O,2.94
NC(=O)c1cc(Cl)ccc1NCCO,1.26
CCCOc1ccccn1,2.38
CCCCCCCCCCCCn1cc(C(O)OC)cc1O,4.0
C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,3.0
Cc1cccc(C)c1NC(=O)CCCN,0.71
Cc1cccc(C)c1NC(=O)CCCCN,1.02
Cc1cccc(C)c1NC(=O)CCCCCN,1.29
Cc1cccc(C)c1NC(=O)CCC(C)N,1.08
CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,2.95
CCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.84
CCOCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.25
OC(CNCCc1ccncc1)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.25
CCCCNC(=O)NCCNCC(O)COc1ccc(-c2nc(C)c[nH]2)cc1,1.24
COc1ccc(CCNCC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC,1.29
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1.89
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC,2.14
COCCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,2.06
COc1ccc(CCNCC(O)COc2ccc(-c3nc(Cl)c[nH]3)cc2)cc1OC,2.4
CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,2.3
N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,6.47
CC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,0.27
CCCC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,1.34
CC(C)(C)C(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,1.81
CC(=O)OCOc1ccccc1C(N)=O,0.52
COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1.71
COc1cc(S(C)=O)ccc1-c1cn2ccnc(OC)c2n1,1.49
COc1cc(C(N)=O)ccc1-c1cn2cccnc2n1,0.7
COc1cc(S(C)=O)ccc1-c1cn2ccncc2n1,1.11
CN=c1[nH]ccn2cc(-c3ccc(S(C)=O)cc3OC)nc12,1.88
CN=c1[nH]c2c3cccnc3ccc2n1C,1.82
CN(C)c1nc2c3cccnc3ccc2n1C,2.28
Cc1ccccc1C1=CCN(C)CC1,3.1
CN(C)C(=O)Nc1cccc(Cc2ccccc2)c1,2.83
CN(C)C(=O)Nc1cccc(CCc2ccccc2)c1,3.21
CCN=c1[nH]c(Cl)nc(=NC2CCC2)[nH]1,2.77
CCCCCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,4.74
CNC(=O)N=c1[nH]onc1C,0.3
COc1c(OC)c(OC(C)=O)c2cc(C)c(C)cc2c1OC(C)=O,3.14
N=C(N)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,0.53
N=C(N)NN=Cc1ccccc1[N+](=O)[O-],0.53
CN(C)C(N(C)C)=S(I)c1ccccc1F,-0.55
CN(C)C(N(C)C)=S(I)c1cccc(F)c1,-0.53
CN(C)C(N(C)C)=S(I)c1ccccc1Cl,-0.19
CN(C)C(N(C)C)=S(I)c1cccc(Cl)c1,-0.17
CN(C)C(N(C)C)=S(I)c1ccccc1Br,0.06
CN(C)C(N(C)C)=S(I)c1cccc(Br)c1,0.01
CN(C)C(N(C)C)=S(I)c1ccccc1I,0.3
CN(C)C(N(C)C)=S(I)c1cccc(I)c1,0.29
CN(C)C(N(C)C)=S(I)c1ccc(I)cc1,0.28
CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1,0.49
CN(C)C(N(C)C)=S(I)c1cc(Cl)ccc1Cl,0.05
CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl,0.68
Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl,0.45
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,5.12
Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)C1C=CC2C1,1.36
O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccccc1,2.72
COc1ccc(I)cc1Cc1c[nH]c(=N)[nH]c1=N,2.7
C#CCN1C(=O)COc2cc(F)c(-n3c(O)c4c(c3O)CCC=C4)cc21,2.55
Clc1cc2c(Cl)cc(Cl)c(Cl)c2c(Cl)c1Cl,7.5
Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2cc1Cl,7.7
COCN(C#N)C1CC(OC2=CC(O)(C(C)=O)Cc3c2c(O)c2c(O)c4c(OC)cccc4c(O)c2c3O)OC(C)C1O,2.64
ON=Cc1nc(Cc2ccccc2)no1,2.29
ON=Cc1noc(-c2ccccc2)n1,2.4
CCN(CC)CCSC(=NO)c1nc(C(C)(C)C)no1,2.02
CCN(CC)CCSC(=NO)c1nc(-c2cccc3ccccc23)no1,3.87
COc1cc(S(=O)(=O)CCN(C)Cc2ccccc2)cc(OC)c1OC,2.18
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N(CC#N)CC(=O)O)C(O)C(C)O1)CC(O)(C(C)=O)C=4,0.03
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.93
Cn1c(=N)[nH]c2cc(Cl)ccc21,2.09
O=C(OCCCl)n1cc(F)c(=O)[nH]c1=O,0.02
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,5.2
CCC(O)(C(=O)O)c1ccc(CC(C)C)cc1,3.37
CCCC(=O)OCOc1ccccc1C(N)=O,1.66
CC(C)(C)C(=O)OCOc1ccccc1C(N)=O,2.0
COC(=O)Nc1ccccc1I,2.44
CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1O,0.48
CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)C(C)(C)N1O,-0.6
CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)C(C)(C)N1O,0.51
CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1,0.55
CC1(C)CN1P(=O)(NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC1(C)C,1.98
c1cc(CN2CCCCC2)cc(OCCCN=c2[nH]c3ccccc3s2)c1,5.41
Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,2.47
COC(=O)c1c(C)no[n+]1[O-],0.69
COC(=O)c1no[n+]([O-])c1C,0.56
O=C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.24
O=C(O)c1cc(O)c(C(O)C2CC2)c(O)c1,1.8
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,6.11
CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,4.61
OC(CNCC(O)COc1ccccc1)COc1ccccc1,2.52
NS(=O)(=O)c1ccc(SCCO)s1,0.38
NS(=O)(=O)c1ccc(SCCCO)s1,0.85
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,-0.54
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,-0.36
CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.17
COCC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,-0.14
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)N1CCCC1=O,3.0
COC(=O)N=c1[nH]c2cc(C(=O)c3ccccc3)ccc2n1C(=O)OC,2.47
CC(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F,3.71
O=C1CC(c2cccc(O)c2)Oc2cc(O)cc(O)c21,2.61
CCCn1ccc(=O)c(O)c1,-0.17
CC(C)n1ccc(=O)c(O)c1,-0.02
CCCCn1ccc(=O)c(O)c1,0.72
COc1ccc2sc(C(=O)N=c3nn[nH][nH]3)c(OC(C)C)c2c1,1.78
Cc1cccc(C)c1NN=C(C#N)C#N,2.8
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,1.82
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO2,-0.09
O=C(Cn1cnc([N+](=O)[O-])n1)N1CCOCC1,-0.96
O=C(Cn1cnc([N+](=O)[O-])n1)NCCO,-1.59
COCC(O)Cn1cnc([N+](=O)[O-])n1,-0.49
CCOCC(O)Cn1cnc([N+](=O)[O-])n1,-0.07
CCCCNC(=O)Cn1cnc([N+](=O)[O-])n1,0.89
O=[N+]([O-])c1ncn(CC(O)CN2CC2)n1,-0.72
O=[N+]([O-])c1ncn(CC(O)CCl)n1,0.05
O=C(CCn1cnc([N+](=O)[O-])n1)N1CCOCC1,-0.74
CC(C)NCC(O)COCCc1ccccc1,1.76
CC(C)NCC(O)COCCOc1ccccc1,1.63
CC(C)NCC(O)COCC=Cc1ccccc1,2.15
CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,1.99
CS(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.93
CCCOc1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1,1.1
NS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.97
NC(=O)CCCCOC(=O)c1ccccc1,1.39
Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1,3.12
Cc1ccc(S(=O)(=O)c2ccc(N)cc2)c(C)c1,2.71
COc1ccc(S(=O)(=O)c2ccc(N)cc2)c(OC)c1,1.64
Nc1ccc(S(=O)(=O)c2ccc(O)cc2O)cc1,1.29
COc1cc(OC)c(S(=O)(=O)c2ccc(N)cc2)c(OC)c1,1.03
Nc1ccc(S(=O)(=O)c2c(O)cc(O)cc2O)cc1,1.53
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,3.9
O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1I,-0.61
O=C(CN1CCCCC1)NC1COc2ccccc21,2.3
O=C(CN1CCOCC1)NC1COc2ccccc21,0.81
CCN(CC)CC(=O)NC1COc2ccc(Cl)cc21,2.88
CCCCN(CCCC)CC(=O)NC1COc2ccc(Cl)cc21,4.44
O=C(CN1CCCC1)NC1COc2ccc(Cl)cc21,2.47
O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21,3.01
O=C(CN1CCOCC1)NC1COc2ccc(Cl)cc21,1.55
CCN(CC)CC(=O)NC1COc2ccc(C)cc21,2.69
CCCCN(CCCC)CC(=O)NC1COc2ccc(C)cc21,4.43
Cc1ccc2c(c1)C(NC(=O)CN1CCCC1)CO2,2.24
Cc1ccc2c(c1)C(NC(=O)CN1CCCCC1)CO2,2.78
Cc1ccc2c(c1)C(NC(=O)CN1CCOCC1)CO2,1.38
CCCCN(CCCC)CC(=O)NC1COc2cc(OC)ccc21,4.24
COc1ccc2c(c1)OCC2NC(=O)CN1CCCCC1,2.41
COc1ccc2c(c1)OCC2NC(=O)CN1CCOCC1,0.92
