,smiles,logP,logD
11891,O=C(O)c1ccc(F)cc1,2.07,
11892,O=C(O)c1ccc(I)cc1,3.02,
11893,O=C(O)c1ccc(N=C=S)cc1,3.52,
11894,O=C(O)c1ccc(O)c(Cl)c1,2.41,
11895,O=C(O)c1ccc(O)c(O)c1,0.86,
11896,O=C(O)c1ccc(O)c(O)c1O,1.05,
11897,O=C(O)c1ccc(O)c([N+](=O)[O-])c1,1.85,
11898,O=C(O)c1ccc(O)cc1,1.58,
11899,O=C(O)c1ccc(O)cc1O,1.63,
11900,O=C(O)c1ccc(Oc2ccccc2)cc1,3.91,
11901,O=C(O)c1ccc([N+](=O)[O-])c(O)c1,1.98,
11902,O=C(O)c1ccc([N+](=O)[O-])cc1,1.89,
11903,O=C(O)c1ccc([N+](=O)[O-])cc1Cl,2.03,
11904,O=C(O)c1ccc([N+](=O)[O-])cc1O,1.98,
11905,O=C(O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,-0.28,
11906,O=C(O)c1ccc2ccccc2c1,3.28,
11907,O=C(O)c1ccc2cccccc1-2,2.88,
11908,O=C(O)c1ccc2oc3ccccc3c(=O)c2c1,3.12,
11909,O=C(O)c1ccc[nH]1,0.85,
11910,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,4.43,1.0
11911,O=C(O)c1cccc(Br)c1,2.87,
11912,O=C(O)c1cccc(C(=O)O)c1,1.66,
11913,O=C(O)c1cccc(C(F)(F)F)c1,2.95,
11914,O=C(O)c1cccc(CSc2ccccc2)c1O,4.28,
11915,O=C(O)c1cccc(Cl)c1,2.68,
11916,O=C(O)c1cccc(Cl)n1,1.5,
11917,O=C(O)c1cccc(F)c1,2.15,
11918,O=C(O)c1cccc(I)c1,3.13,
11919,O=C(O)c1cccc(O)c1,1.5,
11920,O=C(O)c1cccc(O)c1O,1.2,
11921,O=C(O)c1cccc(Oc2ccccc2)c1,3.91,
11922,O=C(O)c1cccc([N+](=O)[O-])c1,1.83,
11923,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,0.75,
11924,O=C(O)c1cccc2cccc(C(=O)O)c12,1.98,
11925,O=C(O)c1cccc2ccccc12,3.1,
11926,O=C(O)c1ccccc1,1.87,
11927,O=C(O)c1ccccc1-c1ccccc1,2.89,
11928,O=C(O)c1ccccc1-c1ccccc1C(=O)O,2.07,
11929,O=C(O)c1ccccc1-n1c(O)ccc1O,1.55,
11930,O=C(O)c1ccccc1Br,2.2,
11931,O=C(O)c1ccccc1C(=O)O,0.73,
11932,O=C(O)c1ccccc1Cl,2.05,
11933,O=C(O)c1ccccc1F,1.77,
11934,O=C(O)c1ccccc1I,2.4,
11935,O=C(O)c1ccccc1NCCO,1.35,
11936,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25,2.01
11937,O=C(O)c1ccccc1Nc1cccc(Cl)c1,5.43,
11938,O=C(O)c1ccccc1Nc1cccc(O)c1,3.49,
11939,O=C(O)c1ccccc1Nc1cccc([N+](=O)[O-])c1,4.57,
11940,O=C(O)c1ccccc1Nc1ccccc1,4.36,
11941,O=C(O)c1ccccc1O,2.26,-1.36
11942,O=C(O)c1ccccc1Oc1ccccc1,3.11,
11943,O=C(O)c1ccccc1S,2.39,
11944,O=C(O)c1ccccc1[N+](=O)[O-],1.46,
11945,O=C(O)c1ccccn1,0.72,
11946,O=C(O)c1cccnc1,0.36,
11947,O=C(O)c1ccco1,0.64,
11948,O=C(O)c1cccs1,1.57,
11949,O=C(O)c1ccncc1,0.32,
11950,O=C(O)c1ccoc1,1.03,
11951,O=C(O)c1ccsc1,1.5,
11952,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.28,-0.96
11953,O=C(O)c1nc(Cl)ccc1Cl,1.06,
11954,O=C(OC(=O)c1ccccc1)c1ccccc1,2.26,
11955,O=C(OC1C2C=CC1C=C2)c1ccccc1,3.03,
11956,O=C(OC1CCCCC1)n1cc(F)c(=O)[nH]c1=O,1.42,
11957,O=C(OCC(=O)N(C1CCCCC1)C1CCCCC1)c1ccc(Cl)nc1,4.99,
11958,O=C(OCC(=O)N(CCO)CCO)c1ccccc1,0.17,
11959,O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)C1CCCCC1,4.98,
11960,O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1,0.63,
11961,O=C(OCC(=O)N1CCC1)c1ccccc1,1.2,
11962,O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1,0.79,
11963,O=C(OCC(=O)N1CCCC1)c1c2ccccc2cc2ccccc12,4.09,
11964,O=C(OCC(=O)N1CCCC1)c1ccccc1,1.44,
11965,O=C(OCC(=O)N1CCCC1C(=O)O)c1ccccc1,1.02,
11966,O=C(OCC(=O)N1CCCCC1)c1ccccc1,1.95,
11967,O=C(OCC(=O)N1CCCCCC1)c1ccccc1,2.3,
11968,O=C(OCC(=O)N1CCOCC1)c1ccccc1,0.9,
11969,O=C(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)c1ccccc1,0.66,
11970,O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccc([N+](=O)[O-])cc1,1.24,
11971,O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccccc1,1.4,
11972,O=C(OCCCN=c1ccc(-c2ccncc2)c[nH]1)c1ccccc1,4.06,
11973,O=C(OCCCc1c[nH]cn1)c1ccccc1,2.64,
11974,O=C(OCCCl)n1cc(F)c(=O)[nH]c1=O,0.02,
11975,O=C(OCCN1C(=O)c2ccccc2C1=O)C1C[C@H](O)CN1S(=O)(=O)c1ccc(Cl)cc1,3.65,
11976,O=C(OCCNC(=O)C(F)(F)F)c1ccccc1,2.25,
11977,O=C(OCCO)c1ccccc1,1.12,
11978,O=C(OCCOCCO)c1ccccc1,1.16,
11979,O=C(OCCOCCOCCO)c1ccccc1,1.09,
11980,O=C(OCCc1ccccc1)c1ccccc1,4.01,
11981,O=C(OCc1c(F)cccc1Cl)c1cccc(S(=O)(=O)N2CCCC2)c1,4.22,
11982,O=C(OCc1ccccc1)c1ccc(O)cc1,3.56,
11983,O=C(OCc1ccccc1)c1ccccc1,3.97,
11984,O=C(OCc1ccccc1)c1cccnc1,2.4,
11985,O=C(OCc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.42,
11986,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O,1.18,
11987,O=C(OCn1c(=O)[nH]cc(F)c1=O)Oc1ccccc1,1.11,
11988,O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccc(CN2CCOCC2)cc1,1.12,
11989,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccc(CN2CCOCC2)c1,1.13,
11990,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccc(Cn2ccnc2)c1,0.97,
11991,O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccccc1,1.5,
11992,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccnc1,0.27,
11993,O=C(OOC(=O)c1ccccc1)c1ccccc1,3.46,
11994,O=C(O[K])C1C2CCC(O2)C1C(=O)O[K],0.32,
11995,O=C(O[Na])C(F)(F)C(F)F,1.32,
11996,O=C(O[Na])C1CC1C#Cc1ccccc1,-0.61,
11997,O=C(O[Na])c1cc2ccccc2cc1O,0.17,
11998,O=C(O[Na])c1ccc(-c2ccccc2)cc1,-0.27,
11999,O=C(O[Na])c1ccc(Cl)cc1Nc1cccc(C(F)(F)F)c1,2.29,
12000,O=C(O[Na])c1ccc2ccccc2c1,-1.07,
12001,O=C(O[Na])c1cccc([N+](=O)[O-])c1-c1cccc(C(F)(F)F)c1,0.58,
12002,O=C(O[Na])c1ccccc1Nc1cccc(C(F)(F)F)c1,1.29,
12003,O=C(O[Na])c1ccccc1Nc1ccccc1,0.02,
12004,O=C(O[Na])c1ccccc1O,-1.43,
12005,O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,2.98,
12006,O=C(Oc1ccc(Cl)cc1)N1CCCC1,3.38,
12007,O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,3.94,
12008,O=C(Oc1ccc(N=C=S)cc1)c1ccccc1,4.9,
12009,O=C(Oc1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1)c1ccccc1,5.7,
12010,O=C(Oc1ccccc1)N1CCCC1,2.73,
12011,O=C(Oc1ccccc1)Oc1ccccc1,3.28,
12012,O=C(Oc1ccccc1)c1ccccc1,3.59,
12013,O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.73,
12014,O=C(Oc1ccccc1)n1cc(F)c(=O)[nH]c1=O,0.64,
12015,O=C(Oc1ccccc1Cl)N1CCCC1,3.13,
12016,O=C(S)Cc1ccccc1,1.91,
12017,O=C(c1c(F)c(F)c(F)c(F)c1F)c1ccc2n1CCC2C(=O)O,3.24,
12018,O=C(c1c(F)cccc1F)N1CCCC1,1.88,
12019,O=C(c1c(F)cccc1F)c1ccc2n1CCC2C(=O)O,2.47,
12020,O=C(c1cc2ccccc2s1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,4.92,
12021,O=C(c1ccc(-c2ccccc2)cc1)c1ccc2n1CCC2C(=O)O,4.27,
12022,O=C(c1ccc(C(F)(F)F)cc1)c1ccc2n1CCC2C(=O)O,3.71,
12023,O=C(c1ccc(Cl)cc1)N(Cc1ccc(Cl)c(Cl)c1)n1c(O)c2c(c1O)CCCC2,5.51,
12024,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.04,
12025,O=C(c1ccc(Cl)cc1Cl)c1ccc2n1CCC2C(=O)O,3.56,
12026,O=C(c1ccc(F)cc1)C1CC1,2.61,
12027,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.29,2.9
12028,O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,2.82,
12029,O=C(c1ccc(F)cc1F)c1ccc2n1CCC2C(=O)O,2.59,
12030,O=C(c1ccc([N+](=O)[O-])cc1)N(NC(=S)Nc1ccccc1)c1ccccc1,3.87,
12031,O=C(c1ccc2c(c1)C(=O)N(c1nccs1)C2=O)c1ccc2c(c1)C(=O)N(c1nccs1)C2=O,3.25,
12032,O=C(c1ccc2n1CCC2C(=O)O)C1CCC1,2.41,
12033,O=C(c1cccc(C(F)(F)F)c1)c1ccc2n1CCC2C(=O)O,3.69,
12034,O=C(c1cccc(COCC(F)(F)C(F)F)c1)N1CC[C@@H](C(F)(F)F)n2nccc21,4.27,
12035,O=C(c1cccc(S(=O)(=O)N2CCOCC2)c1)N1CCN(c2cccc(Cl)c2)CC1,4.34,
12036,O=C(c1ccccc1)C(F)(F)F,2.15,
12037,O=C(c1ccccc1)C(O)c1ccccc1,2.13,2.13
12038,O=C(c1ccccc1)N(NC(=S)Nc1ccccc1)c1ccccc1,3.73,
12039,O=C(c1ccccc1)N1CCCCC(Sc2nnc3ccccn23)C1=O,3.14,
12040,O=C(c1ccccc1)N1CCCCC1,2.2,
12041,O=C(c1ccccc1)c1ccc(N2CCN(C(=O)c3c(F)cccc3F)CC2)c(F)c1,5.14,
12042,O=C(c1ccccc1)c1ccc(N=C=S)cc1,4.88,
12043,O=C(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,4.28,
12044,O=C(c1ccccc1)c1ccc(O)cc1,3.07,
12045,O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,2.86,
12046,O=C(c1ccccc1)c1ccccc1,3.18,
12047,O=C(c1ccccc1)c1ccccc1O,3.52,
12048,O=C(c1ccccc1)c1ccccn1,1.88,
12049,O=C(c1ccccc1)c1cccnc1,1.88,
12050,O=C(c1ccccc1)c1ccncc1,1.98,
12051,O=C(c1ccccc1)n1c(=O)[nH]cc(F)c1=O,0.8,
12052,O=C(c1ccccc1)n1ncc2c(=O)[nH]cnc21,1.2,
12053,O=C(c1ccccc1Cl)N1CCCCC1,2.8,
12054,O=C(c1ccccn1)n1c(=O)[nH]cc(F)c1=O,-0.06,
12055,O=C(c1cccnc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,2.3,
12056,O=C(c1ccco1)C(O)c1ccco1,0.54,
12057,O=C(c1ccncc1)c1ccc(Cl)cc1,2.61,
12058,O=C(c1ccncc1)c1ccc(O)cc1,1.37,
12059,O=C(c1ccncc1)c1ccc([N+](=O)[O-])cc1,1.76,
12060,O=C(c1ccncc1)c1ccccc1O,2.13,
12061,O=C(c1nn(-c2ccccc2)c(=O)c2ccccc12)N1CCOCC1,2.47,
12062,O=C(c1nn2c(c1Br)NC(c1cccs1)C[C@H]2C(F)(F)F)N1CCCC1,4.47,
12063,O=C(c1sc2cc(Cl)ccc2c1Cl)N1CCN(C(=S)NC[C@H]2CCCO2)CC1,4.83,
12064,O=C/C=C/c1ccccc1,1.9,
12065,O=C1/C(=C/c2c(Sc3ccccc3)nc3ccccn3c2=O)SC(=S)N1C[C@H]1CCCO1,5.87,
12066,O=C1/C(=C/c2ccsc2)SC(=S)N1c1cccc(C(F)(F)F)c1,5.8,
12067,O=C1C(=Nc2ccccc2)C(Cl)C(=O)c2ccccc21,4.22,
12068,O=C1C(=Nc2ccccc2)C(S(=O)(=O)O[K])C(=O)c2ccccc21,-0.99,
12069,O=C1C(=Nc2ccccc2)C(S(=O)(=O)c2ccccc2)C(=O)c2ccccc21,3.38,
12070,O=C1C(=O)C(C=CC(Cl)Cl)C(=O)c2ccccc21,3.1,
12071,O=C1C(=O)N(OCc2ccc(Br)cc2)[C@H]2CCCC[C@@H]2N1OCc1ccc(Br)cc1,5.49,
12072,O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,1.14,
12073,O=C1C(=O)c2cccc3cccc1c23,1.95,
12074,O=C1C(=O)c2ccccc2-c2ccccc21,2.52,2.6
12075,O=C1C(Br)=C(N2CC2)C(=O)C(Br)=C1N1CC1,2.03,
12076,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,2.3,
12077,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,3.36,
12078,O=C1C(F)=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,0.14,
12079,O=C1C(N2CCN(CCO)CC2)=C(N2CC2)C(=O)C(N2CCN(CCO)CC2)=C1N1CC1,-0.77,
12080,O=C1C(N2CCOCC2)=C(N2CC2)C(=O)C(N2CCOCC2)=C1N1CC1,0.52,
12081,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.95,
12082,O=C1C(O)c2ccc(O)cc2OC1c1ccc(O)c(O)c1,0.87,
12083,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,3.72,
12084,O=C1C(c2cccc(Br)c2)N(CCC2=CCCCC2)C(=O)CN1C1CCCCC1,5.6,
12085,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,5.41,
12086,O=C1C2CC3C(C2)C13,0.81,
12087,O=C1C2OC[C@H](O2)[C@H]2C1[C@@H]1C=C[C@H]2C1,1.48,
12088,O=C1C2[C@@H]3C[C@H]4[C@@H]5[C@@H]([C@H]1[C@@H]53)C1(OCCO1)[C@@H]24,0.51,
12089,O=C1C=C(Br)C(=O)c2ccccc21,2.44,
12090,O=C1C=C(Cl)C(=O)c2ccccc21,2.29,
12091,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,-0.13,
12092,O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18,
12093,O=C1C=C(N2CC2)C(=O)c2ccccc21,1.71,
12094,O=C1C=C(N2CC=CC2)C(=O)c2ccccc21,2.85,
12095,O=C1C=C(N2CCCC2)C(=O)C=C1N1CCCC1,1.97,
12096,O=C1C=C(N2CCCC2)C(=O)c2ccccc21,2.89,
12097,O=C1C=CC(=NBr)C=C1,1.12,
12098,O=C1C=CC(=NCl)C=C1,1.26,
12099,O=C1C=CC(=O)C(Cl)=C1,0.84,
12100,O=C1C=CC(=O)C(c2ccccc2)=C1,1.95,
12101,O=C1C=CC(=O)C=C1,0.2,
12102,O=C1C=CC(=O)N1,-0.29,
12103,O=C1C=CC(=O)N1c1ccccc1,1.09,
12104,O=C1C=CC(=O)c2c(O)ccc(O)c21,1.79,1.91
12105,O=C1C=CC(=O)c2c(O)cccc21,1.92,
12106,O=C1C=CC(=O)c2ccccc21,1.71,
12107,O=C1C=CCCC1,0.61,
12108,O=C1C=NC(c2c(F)cccc2F)c2cc(Cl)ccc2N1,2.68,
12109,O=C1C=NC(c2c(F)cccc2F)c2ccc(Cl)cc2N1,2.88,
12110,O=C1C=NC(c2ccc(Br)cc2)c2cc(Br)ccc2N1,4.04,
12111,O=C1C=NC(c2ccc(C(F)(F)F)cc2)c2ccccc2N1,3.34,
12112,O=C1C=NC(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,3.78,
12113,O=C1C=NC(c2ccc(F)cc2)c2cc(Cl)ccc2N1,2.9,
12114,O=C1C=NC(c2ccc[nH]2)c2cc(Cl)ccc2N1,2.59,
12115,O=C1C=NC(c2cccc(Br)c2)c2cc(Br)ccc2N1,3.88,
12116,O=C1C=NC(c2cccc(C(F)(F)F)c2)c2ccccc2N1,3.19,
12117,O=C1C=NC(c2cccc(Cl)c2)c2cc(Br)ccc2N1,3.63,
12118,O=C1C=NC(c2ccccc2)c2cc(Br)ccc2N1,3.11,
12119,O=C1C=NC(c2ccccc2)c2cc(C(F)(F)F)ccc2N1,3.1,
12120,O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1,2.93,
12121,O=C1C=NC(c2ccccc2)c2cc(F)ccc2N1,2.32,
12122,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.25,
12123,O=C1C=NC(c2ccccc2)c2ccc(C(F)(F)F)cc2N1,3.18,
12124,O=C1C=NC(c2ccccc2)c2ccccc2N1,2.18,
12125,O=C1C=NC(c2ccccc2Br)c2cc(Br)ccc2N1,3.3,
12126,O=C1C=NC(c2ccccc2Br)c2cc(Cl)ccc2N1,3.17,
12127,O=C1C=NC(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc2N1,2.51,
12128,O=C1C=NC(c2ccccc2C(F)(F)F)c2ccccc2N1,2.47,
12129,O=C1C=NC(c2ccccc2Cl)c2cc(Br)ccc2N1,3.3,
12130,O=C1C=NC(c2ccccc2Cl)c2cc(Cl)ccc2N1,3.15,
12131,O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.41,3.72
12132,O=C1C=NC(c2ccccc2F)c2cc(Br)ccc2N1,2.98,
12133,O=C1C=NC(c2ccccc2F)c2cc(Cl)c(Cl)cc2N1,3.63,
12134,O=C1C=NC(c2ccccc2F)c2cc(Cl)ccc2N1,2.7,
12135,O=C1C=NC(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1,2.15,
12136,O=C1C=NC(c2ccccc2F)c2ccccc2N1,2.38,
12137,O=C1C=NC(c2ccccc2[N+](=O)[O-])c2cc([N+](=O)[O-])ccc2N1,1.61,
12138,O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,2.05,
12139,O=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,1.49,
12140,O=C1CC(=NCCO)C(=O)c2ccccc21,1.23,
12141,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,2.84,
12142,O=C1CC(=O)c2ccccc21,0.61,
12143,O=C1CC(=O)c2ccccc2C1=O,1.38,
12144,O=C1CC(OC(=O)c2ccccc2)N1,1.37,
12145,O=C1CC(Oc2c3ccccc3cc3ccccc23)N1,3.08,
12146,O=C1CC(Oc2ccc(-c3ccccc3)cc2)N1,2.61,
12147,O=C1CC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)N1,2.56,
12148,O=C1CC(Oc2ccc(C(=O)CCc3ccccc3)cc2)N1,2.48,
12149,O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1,2.14,
12150,O=C1CC(Oc2ccc3ccccc3c2)N1,2.29,
12151,O=C1CC(Oc2cccc(C(=O)OCc3ccccc3)c2)N1,2.83,
12152,O=C1CC(Oc2cccc3ccccc23)N1,2.66,
12153,O=C1CC(Oc2ccccc2C(=O)c2ccccc2)N1,1.83,
12154,O=C1CC(Sc2ccc(Cl)cc2)N1,2.31,
12155,O=C1CC(Sc2ccc3ccccc3c2)N1,2.64,
12156,O=C1CC(Sc2ccccc2)N1,1.58,
12157,O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1,2.62,
12158,O=C1CC(Sc2ccccn2)N1,0.61,
12159,O=C1CC(Sc2ccncc2)N1,0.61,
12160,O=C1CC(Sc2nc3ccccc3s2)N1,2.3,
12161,O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,3.46,
12162,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02,
12163,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)ccc21,1.94,
12164,O=C1CC(c2ccc(O)c(O)c2)Oc2cccc(O)c21,2.81,
12165,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.52,2.6
12166,O=C1CC(c2cccc(O)c2)Oc2cc(O)cc(O)c21,2.61,
12167,O=C1CC(c2ccccc2)Oc2ccccc21,3.14,
12168,O=C1CC(c2ccccc2)c2ccccc2N1,2.79,
12169,O=C1CC2(CCCC2)C(=O)N1O,-0.26,
12170,O=C1CC2(CCCC2)C(=O)N1OCc1ccccc1,2.3,
12171,O=C1CC2(CCCC2)C(=O)N1Oc1ccccc1,1.77,
12172,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.63,2.19
12173,O=C1CC2C(=O)NCC2CN1,-2.11,
12174,O=C1CC2OCC=C3CN4CCC56c7cc([N+](=O)[O-])ccc7N1C5C2C3CC46,1.61,
12175,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,1.93,
12176,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46O,1.82,
12177,O=C1CC2OCCC3CN4CCC56c7ccccc7N1C5C2C3CC46,1.62,
12178,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.33,
12179,O=C1CCC(c2ccc[n+]([O-])c2)N1,-1.01,
12180,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,3.55,
12181,O=C1CCC(c2ccccc2)CC1,2.3,
12182,O=C1CCC(c2cccnc2)N1,-0.3,
12183,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1.92,
12184,O=C1CCC2CCC(=O)N12,-1.11,
12185,O=C1CCC2CCCCC2C1,1.97,
12186,O=C1CCC=C2OC3=CCCC(=O)C3C(c3ccc(OCc4ccccc4F)cc3)C12,4.92,
12187,O=C1CCCC1,0.38,
12188,O=C1CCCCC1,0.81,
12189,O=C1CCCCC1=C1CCCCC1,3.17,
12190,O=C1CCCCCCCCCCC1,4.1,
12191,O=C1CCCCCCCCCCCN1,2.92,
12192,O=C1CCCCCCCN1,0.67,
12193,O=C1CCCCCCN1,0.24,
12194,O=C1CCCCN1,-0.46,
12195,O=C1CCCCO1,-0.35,
12196,O=C1CCCN1,-0.85,
12197,O=C1CCCN1CCOc1ccc([N+](=O)[O-])cc1,1.33,
12198,O=C1CCCN1Cc1ccccc1,1.25,
12199,O=C1CCCO1,-0.64,
12200,O=C1CCN(C2OC(CO)C(O)C2O)C(=O)C1,-0.86,
12201,O=C1CCN(c2ccccc2)N1,0.89,
12202,O=C1CC[C@H]2CCCC[C@@]2(O)O1,1.16,
12203,O=C1CCc2cccc3c2N1CC3,1.57,
12204,O=C1CCc2ccccc2N1,1.34,
12205,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,3.97,
12206,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.73,
12207,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO,0.96,
12208,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3.36,
12209,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1.51,
12210,O=C1CN=C(c2ccccc2F)c2cc(I)ccc2N1CC(O)CO,1.81,
12211,O=C1CS(=O)(=O)C(c2ccccc2)N1,0.8,
12212,O=C1C[C@@H](c2c(F)cccc2Cl)c2cc3c(cc2N1)OCCO3,3.96,
12213,O=C1C[C@@H](n2nc(-c3ccccc3)n(-c3ccccc3)c2=S)[C@@H]2COC1O2,3.65,
12214,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.82,
12215,O=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,0.63,
12216,O=C1NC(=O)C(=O)C(=O)N1,-1.84,
12217,O=C1NC(=O)C(Cc2ccccc2)(Cc2ccccc2)N1,2.46,
12218,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,1.7,
12219,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,1.96,
12220,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.24,2.41
12221,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,4.48,
12222,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,4.04,
12223,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,4.04,
12224,O=C1NC(=O)C(c2ccccc2)C1=O,2.26,
12225,O=C1NC(=O)C2(CC2)C(=O)N1,-0.53,
12226,O=C1NC(=O)C2(CCC2)C(=O)N1,-0.27,
12227,O=C1NC(=O)C2(CCCC2)C(=O)N1,0.24,
12228,O=C1NC(=O)C2(CCCCC2)C(=O)N1,0.91,
12229,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,1.36,
12230,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,1.79,
12231,O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,3.15,
12232,O=C1NC(=O)C2(CCCCCCCCCCC2)C(=O)N1,3.51,
12233,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,0.78,
12234,O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=O,1.02,
12235,O=C1NC(=O)N(Cc2ccccc2)C1=O,1.19,
12236,O=C1NC(=O)N(c2ccccc2)C1=O,0.6,
12237,O=C1NC(=O)c2cc(-c3ccccc3)ccc21,2.97,
12238,O=C1NC(=O)c2ccccc21,1.15,
12239,O=C1NC(=S)NC(=O)C12CCCCC2,1.78,
12240,O=C1NC(=S)SC1=CC=Cc1ccc([N+](=O)[O-])o1,0.93,
12241,O=C1NC(=S)SC1=Cc1ccc([N+](=O)[O-])o1,0.74,
12242,O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1,1.59,
12243,O=C1NC(c2cccc3ccccc23)Nc2ccccc21,2.96,
12244,O=C1NCCC2CNC(=O)C12,-1.95,
12245,O=C1NCCN1c1ccc([N+](=O)[O-])o1,0.25,
12246,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0.95,
12247,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,5.86,
12248,O=C1NS(=O)(=O)c2ccccc21,0.91,
12249,O=C1Nc2cc(C(=O)NC3CC3)ccc2S/C1=C\c1ccccc1,4.32,
